date,hour,day_x,weekday_x,month_x,weekend_x,season_x,ftc_IT-CNORTH,ftc_IT-Sardinia,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-02 18:00:00,18,2,3,1,0,0,150.0,150.0,12.67825,3.2382522,206.6629,4.5,0.0,12.90325,4.2399025,213.25073,2.5,66.0,10.70325,7.434087,88.21532,5.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,0
2025-01-02 19:00:00,19,2,3,1,0,0,150.0,150.0,12.40325,3.070562,166.71758,6.0,0.0,12.67825,3.2382522,206.6629,4.5,0.0,9.97825,7.7125983,81.721054,6.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,0
2025-01-02 20:00:00,20,2,3,1,0,0,150.0,150.0,12.07825,4.321248,179.26846,7.5,0.0,12.40325,3.070562,166.71758,6.0,0.0,9.97825,7.7125983,81.721054,6.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,0
2025-01-02 21:00:00,21,2,3,1,0,0,150.0,150.0,11.77825,5.4962873,202.85616,24.5,0.0,12.07825,4.321248,179.26846,7.5,0.0,9.32825,8.223701,75.24538,10.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,0
2025-01-02 22:00:00,22,2,3,1,0,0,150.0,150.0,11.303249,8.115666,238.96837,25.0,0.0,11.77825,5.4962873,202.85616,24.5,0.0,9.32825,8.223701,75.24538,10.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,0
2025-01-02 23:00:00,23,2,3,1,0,0,150.0,150.0,11.32825,9.036007,261.0529,48.0,0.0,11.303249,8.115666,238.96837,25.0,0.0,9.15325,7.912195,68.35833,14.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,0
2025-01-03 00:00:00,0,3,4,1,0,0,150.0,150.0,11.45325,8.6427765,90.57489,32.0,0.0,11.32825,9.036007,261.0529,48.0,0.0,8.65325,7.7893977,57.13752,13.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 01:00:00,1,3,4,1,0,0,150.0,150.0,11.00325,8.544652,101.21693,50.0,0.0,11.45325,8.6427765,90.57489,32.0,0.0,8.178249,7.6508822,45.56164,9.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 02:00:00,2,3,4,1,0,0,150.0,150.0,10.7282505,9.901285,257.7202,47.5,0.0,11.00325,8.544652,101.21693,50.0,0.0,8.553249,7.7729406,220.82686,26.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 03:00:00,3,3,4,1,0,0,150.0,150.0,10.75325,8.229223,268.6264,53.5,0.0,10.7282505,9.901285,257.7202,47.5,0.0,8.303249,8.138183,214.78354,26.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 04:00:00,4,3,4,1,0,0,150.0,150.0,11.1032505,9.621,289.31543,64.5,0.0,10.75325,8.229223,268.6264,53.5,0.0,8.303249,8.314089,213.195,25.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 05:00:00,5,3,4,1,0,0,150.0,150.0,11.57825,11.192204,293.53265,48.5,0.0,11.1032505,9.621,289.31543,64.5,0.0,8.15325,7.815686,211.77008,16.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 06:00:00,6,3,4,1,0,0,150.0,150.0,11.40325,10.20764,294.97504,55.5,0.0,11.57825,11.192204,293.53265,48.5,0.0,7.87825,7.8899903,215.63652,14.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 07:00:00,7,3,4,1,0,0,150.0,150.0,11.17825,7.645617,302.93304,80.5,0.0,11.40325,10.20764,294.97504,55.5,0.0,7.62825,8.038907,217.22911,12.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 08:00:00,8,3,4,1,0,0,150.0,150.0,11.30325,6.504971,315.14908,82.0,1.0,11.17825,7.645617,302.93304,80.5,0.0,7.37825,8.336689,214.89978,15.0,1.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 09:00:00,9,3,4,1,0,0,150.0,150.0,12.02825,6.897542,320.2187,84.0,59.5,11.30325,6.504971,315.14908,82.0,1.0,8.85325,9.281073,212.71553,17.5,60.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 10:00:00,10,3,4,1,0,0,150.0,150.0,12.9782505,8.921946,162.86945,95.5,162.0,12.02825,6.897542,320.2187,84.0,59.5,10.92825,8.306632,202.18352,16.5,185.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 11:00:00,11,3,4,1,0,0,150.0,150.0,13.90325,9.377832,159.00845,90.0,259.0,12.9782505,8.921946,162.86945,95.5,162.0,12.4782505,5.973118,192.48291,17.5,306.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 12:00:00,12,3,4,1,0,0,150.0,150.0,14.75325,10.487181,302.77258,52.5,341.0,13.90325,9.377832,159.00845,90.0,259.0,13.52825,3.814034,230.9108,15.0,379.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 13:00:00,13,3,4,1,0,0,150.0,150.0,15.453251,16.427042,284.1469,57.0,392.5,14.75325,10.487181,302.77258,52.5,341.0,14.20325,2.8297198,275.8167,5.0,422.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 14:00:00,14,3,4,1,0,0,150.0,150.0,15.70325,22.430878,278.60208,49.5,336.5,15.453251,16.427042,284.1469,57.0,392.5,14.70325,4.357484,195.85712,10.0,396.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 15:00:00,15,3,4,1,0,0,150.0,150.0,15.62825,22.07043,280.0037,56.5,267.5,15.70325,22.430878,278.60208,49.5,336.5,14.55325,6.206237,209.2279,5.5,311.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 16:00:00,16,3,4,1,0,0,150.0,150.0,15.303249,20.100567,281.71225,84.0,179.5,15.62825,22.07043,280.0037,56.5,267.5,14.15325,5.9633026,212.24469,1.5,196.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 17:00:00,17,3,4,1,0,0,150.0,150.0,14.62825,17.824793,282.46387,94.0,51.5,15.303249,20.100567,281.71225,84.0,179.5,12.90325,4.2399025,213.25073,2.5,66.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 18:00:00,18,3,4,1,0,0,150.0,150.0,14.25325,17.282475,295.95975,70.5,0.0,14.62825,17.824793,282.46387,94.0,51.5,12.67825,3.2382522,206.6629,4.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 19:00:00,19,3,4,1,0,0,150.0,150.0,13.70325,17.175793,286.6493,81.5,0.0,14.25325,17.282475,295.95975,70.5,0.0,12.40325,3.070562,166.71758,6.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 20:00:00,20,3,4,1,0,0,150.0,150.0,13.203251,15.82406,278.3258,68.5,0.0,13.70325,17.175793,286.6493,81.5,0.0,12.07825,4.321248,179.26846,7.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 21:00:00,21,3,4,1,0,0,150.0,150.0,13.30325,17.300362,292.75885,71.0,0.0,13.203251,15.82406,278.3258,68.5,0.0,11.77825,5.4962873,202.85616,24.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 22:00:00,22,3,4,1,0,0,150.0,150.0,12.50325,16.75855,302.97443,60.5,0.0,13.30325,17.300362,292.75885,71.0,0.0,11.303249,8.115666,238.96837,25.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-03 23:00:00,23,3,4,1,0,0,150.0,150.0,12.62825,15.87664,294.22437,94.0,0.0,12.50325,16.75855,302.97443,60.5,0.0,11.32825,9.036007,261.0529,48.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,0
2025-01-04 00:00:00,0,4,5,1,1,0,150.0,150.0,12.953251,17.186718,294.2813,97.0,0.0,12.62825,15.87664,294.22437,94.0,0.0,11.45325,8.6427765,90.57489,32.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 01:00:00,1,4,5,1,1,0,150.0,150.0,12.703251,15.8325815,302.07074,97.0,0.0,12.953251,17.186718,294.2813,97.0,0.0,11.00325,8.544652,101.21693,50.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 02:00:00,2,4,5,1,1,0,150.0,150.0,12.77825,12.129578,320.96564,89.5,0.0,12.703251,15.8325815,302.07074,97.0,0.0,10.7282505,9.901285,257.7202,47.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 03:00:00,3,4,5,1,1,0,150.0,150.0,12.803249,12.615148,317.38525,99.5,0.0,12.77825,12.129578,320.96564,89.5,0.0,10.75325,8.229223,268.6264,53.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 04:00:00,4,4,5,1,1,0,150.0,150.0,13.053249,12.935907,317.22955,54.5,0.0,12.803249,12.615148,317.38525,99.5,0.0,11.1032505,9.621,289.31543,64.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 05:00:00,5,4,5,1,1,0,150.0,150.0,12.52825,11.8818035,320.1448,27.0,0.0,13.053249,12.935907,317.22955,54.5,0.0,11.57825,11.192204,293.53265,48.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 06:00:00,6,4,5,1,1,0,150.0,150.0,11.678249,11.648268,315.66614,13.5,0.0,12.52825,11.8818035,320.1448,27.0,0.0,11.40325,10.20764,294.97504,55.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 07:00:00,7,4,5,1,1,0,150.0,150.0,11.12825,10.936081,315.20868,10.0,0.0,11.678249,11.648268,315.66614,13.5,0.0,11.17825,7.645617,302.93304,80.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 08:00:00,8,4,5,1,1,0,150.0,150.0,10.8532505,12.092478,323.15698,22.0,1.0,11.12825,10.936081,315.20868,10.0,0.0,11.30325,6.504971,315.14908,82.0,1.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 09:00:00,9,4,5,1,1,0,150.0,150.0,11.928249,12.470875,328.8836,13.0,69.0,10.8532505,12.092478,323.15698,22.0,1.0,12.02825,6.897542,320.2187,84.0,59.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 10:00:00,10,4,5,1,1,0,150.0,150.0,13.12825,13.053447,319.8837,15.5,203.5,11.928249,12.470875,328.8836,13.0,69.0,12.9782505,8.921946,162.86945,95.5,162.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 11:00:00,11,4,5,1,1,0,150.0,150.0,14.12825,16.780096,317.99203,36.0,322.5,13.12825,13.053447,319.8837,15.5,203.5,13.90325,9.377832,159.00845,90.0,259.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 12:00:00,12,4,5,1,1,0,150.0,150.0,14.828251,19.687014,310.9158,46.5,348.5,14.12825,16.780096,317.99203,36.0,322.5,14.75325,10.487181,302.77258,52.5,341.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 13:00:00,13,4,5,1,1,0,150.0,150.0,15.3532505,20.647215,310.26062,40.5,384.5,14.828251,19.687014,310.9158,46.5,348.5,15.453251,16.427042,284.1469,57.0,392.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 14:00:00,14,4,5,1,1,0,150.0,150.0,15.70325,21.444939,309.63416,75.5,337.5,15.3532505,20.647215,310.26062,40.5,384.5,15.70325,22.430878,278.60208,49.5,336.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 15:00:00,15,4,5,1,1,0,150.0,150.0,15.453251,20.260628,313.12073,56.0,253.0,15.70325,21.444939,309.63416,75.5,337.5,15.62825,22.07043,280.0037,56.5,267.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 16:00:00,16,4,5,1,1,0,150.0,150.0,15.05325,16.852348,316.08545,41.5,164.5,15.453251,20.260628,313.12073,56.0,253.0,15.303249,20.100567,281.71225,84.0,179.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 17:00:00,17,4,5,1,1,0,150.0,150.0,13.95325,13.150184,319.30554,14.0,63.0,15.05325,16.852348,316.08545,41.5,164.5,14.62825,17.824793,282.46387,94.0,51.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 18:00:00,18,4,5,1,1,0,150.0,150.0,12.87825,11.819278,313.7934,41.0,1.0,13.95325,13.150184,319.30554,14.0,63.0,14.25325,17.282475,295.95975,70.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 19:00:00,19,4,5,1,1,0,150.0,150.0,12.428249,8.897298,280.61377,16.0,0.0,12.87825,11.819278,313.7934,41.0,1.0,13.70325,17.175793,286.6493,81.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 20:00:00,20,4,5,1,1,0,150.0,150.0,11.92825,6.624244,235.8476,6.0,0.0,12.428249,8.897298,280.61377,16.0,0.0,13.203251,15.82406,278.3258,68.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 21:00:00,21,4,5,1,1,0,150.0,150.0,11.3532505,5.8525734,212.45058,3.5,0.0,11.92825,6.624244,235.8476,6.0,0.0,13.30325,17.300362,292.75885,71.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
2025-01-04 22:00:00,22,4,5,1,1,0,150.0,150.0,10.928249,7.3358955,219.65828,0.0,0.0,11.3532505,5.8525734,212.45058,3.5,0.0,12.50325,16.75855,302.97443,60.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45,0
