date,hour,day_x,weekday_x,month_x,weekend_x,season_x,EP_lag_1,EP_lag_24,ftc_CH,ftc_DK1,ftc_NL,Fossil_Brown_coal_Lignite_Capacity,Fossil_Brown_coal_Lignite_Output,Fossil_Brown_coal_Lignite_Utilization,Fossil_Coal_derived_gas_Capacity,Fossil_Coal_derived_gas_Output,Fossil_Coal_derived_gas_Utilization,Fossil_Gas_Capacity,Fossil_Gas_Output,Fossil_Gas_Utilization,Fossil_Hard_coal_Capacity,Fossil_Hard_coal_Output,Fossil_Hard_coal_Utilization,Fossil_Oil_Capacity,Fossil_Oil_Output,Fossil_Oil_Utilization,Hydro_Pumped_Storage_Capacity,Hydro_Pumped_Storage_Output,Hydro_Pumped_Storage_Utilization,Hydro_Run_of_river_and_poundage_Capacity,Hydro_Run_of_river_and_poundage_Output,Hydro_Run_of_river_and_poundage_Utilization,Hydro_Water_Reservoir_Capacity,Hydro_Water_Reservoir_Output,Hydro_Water_Reservoir_Utilization,Waste_Capacity,Waste_Output,Waste_Utilization,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-01 10:00:00,10.0,1.0,2.0,1.0,0.0,0.0,-0.03,0.0,800.0,2500.0,1081.0,14294.0,3241.36,0.2267636770673009,1090.0,550.3,0.5048623853211008,15993.0,1372.37,0.0858106671668855,11653.1,1240.88,0.1064849696647244,370.0,159.0,0.4297297297297297,6915.0,117.41,0.0169790310918293,464.3,166.24,0.3580443678656041,500.0,0.0,0.0,109.0,45.33,0.4158715596330275,3.723667,17.924086,224.18304,87.0,84.666664,3.723667,17.924086,224.18304,87.0,84.666664,1.4903334,15.357293,224.0428,73.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
2025-01-01 11:00:00,11.0,1.0,2.0,1.0,0.0,0.0,-0.1,0.0,800.0,2500.0,1081.0,14294.0,3258.99,0.2279970617042115,1090.0,543.63,0.498743119266055,15993.0,1368.19,0.0855493028199837,11653.1,1243.66,0.1067235327938488,370.0,159.0,0.4297297297297297,6915.0,35.64,0.0051540130151843,464.3,168.14,0.3621365496446262,500.0,0.0,0.0,109.0,42.38,0.3888073394495413,5.123667,16.808268,220.23152,56.666668,165.66667,5.123667,16.808268,220.23152,56.666668,165.66667,1.3903333,16.429491,220.446,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05
2025-01-01 12:00:00,12.0,1.0,2.0,1.0,0.0,0.0,-0.05,0.0,800.0,2500.0,1081.0,14294.0,3230.19,0.2259822303064222,1090.0,483.33,0.4434220183486239,15993.0,1343.79,0.0840236353404614,11653.1,1247.02,0.1070118680866035,370.0,159.0,0.4297297297297297,6915.0,14.53,0.0021012292118582,464.3,168.48000000000002,0.362868834805083,500.0,0.0,0.0,109.0,37.78,0.346605504587156,6.4570003,17.955734,213.88458,48.333332,216.33333,5.123667,16.808268,220.23152,56.666668,165.66667,1.3736668,16.265251,219.33565,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
2025-01-01 13:00:00,13.0,1.0,2.0,1.0,0.0,0.0,-0.1,0.0,800.0,2500.0,1081.0,14294.0,3281.46,0.2295690499510284,1090.0,491.93,0.4513119266055046,15993.0,1312.09,0.0820415181641968,11653.1,1234.31,0.1059211711904986,370.0,159.25,0.4304054054054054,6915.0,22.61,0.0032697035430224,464.3,166.61,0.3588412664225716,500.0,0.0,0.0,109.0,36.18,0.3319266055045871,7.5236664,21.548578,223.39618,63.0,242.0,6.4570003,17.955734,213.88458,48.333332,216.33333,1.5403334,16.349857,222.03291,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01
2025-01-01 14:00:00,14.0,1.0,2.0,1.0,0.0,0.0,-1.01,0.0,800.0,2500.0,1081.0,14294.0,3325.76,0.2326682524136001,1090.0,557.13,0.5111284403669725,15993.0,1276.9,0.0798411805164759,11653.1,1233.16,0.1058224850039903,370.0,159.0,0.4297297297297297,6915.0,121.65,0.0175921908893709,464.3,168.01,0.3618565582597458,500.0,0.0,0.0,109.0,39.8,0.365137614678899,7.390333,21.661345,231.15443,71.666664,197.0,7.5236664,21.548578,223.39618,63.0,242.0,1.7070001,16.617558,227.61632,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
2025-01-01 15:00:00,15.0,1.0,2.0,1.0,0.0,0.0,-0.01,0.0,800.0,2500.0,1081.0,14294.0,3377.35,0.2362774590737372,1090.0,555.88,0.5099816513761468,15993.0,1295.82,0.0810241980866629,11653.1,1362.78,0.1169457054346053,370.0,159.0,0.4297297297297297,6915.0,419.48,0.0606623282718727,464.3,168.51,0.3629334482015938,500.0,0.0,0.0,109.0,37.25,0.341743119266055,7.4236665,22.431833,229.66008,52.666668,129.66667,7.390333,21.661345,231.15443,71.666664,197.0,1.7403332,15.675918,229.56458,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
2025-01-01 16:00:00,16.0,1.0,2.0,1.0,0.0,0.0,-0.01,0.0,800.0,2500.0,1081.0,14294.0,3318.18,0.2321379599832097,1090.0,535.7,0.4914678899082569,15993.0,1387.07,0.0867298192959419,11653.1,1775.66,0.1523766208133458,370.0,159.0,0.4297297297297297,6915.0,471.72,0.0682169197396963,464.3,166.64,0.3589058798190824,500.0,0.0,0.0,109.0,38.8,0.3559633027522935,6.823667,21.680923,228.72357,66.0,57.0,7.4236665,22.431833,229.66008,52.666668,129.66667,1.9070001,16.429922,221.89189,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2025-01-01 17:00:00,17.0,1.0,2.0,1.0,0.0,0.0,0.07,0.0,800.0,2500.0,1081.0,14294.0,3269.31,0.228719042955086,1090.0,513.4,0.4710091743119265,15993.0,1530.62,0.095705621209279,11653.1,2109.12,0.180992182337747,370.0,159.0,0.4297297297297297,6915.0,492.34,0.0711988430947216,464.3,164.41,0.3541029506784406,500.0,0.0,0.0,109.0,38.35,0.3518348623853211,5.7236667,20.104364,225.80684,68.333336,4.3333335,5.7236667,20.104364,225.80684,68.333336,4.3333335,2.2403333,17.128153,224.8907,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01
2025-01-01 18:00:00,18.0,1.0,2.0,1.0,0.0,0.0,1.01,0.0,800.0,2500.0,1081.0,14294.0,3289.73,0.2301476143836574,1090.0,516.45,0.4738073394495413,15993.0,1558.87,0.0974720190083161,11653.1,2179.11,0.1869983094627181,370.0,159.25,0.4304054054054054,6915.0,369.37,0.0534157628344179,464.3,160.83,0.3463924186948094,500.0,0.0,0.0,109.0,39.55,0.3628440366972477,5.323667,20.924688,225.23045,66.666664,0.0,5.7236667,20.104364,225.80684,68.333336,4.3333335,2.3736668,17.490086,221.22716,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48
2025-01-01 19:00:00,19.0,1.0,2.0,1.0,0.0,0.0,1.48,0.0,800.0,2500.0,1081.0,14294.0,3190.08,0.2231761578284594,1090.0,517.38,0.4746605504587156,15993.0,1463.15,0.091486900518977,11653.1,2244.44,0.1926045429971424,370.0,159.0,0.4297297297297297,6915.0,285.39,0.0412711496746203,464.3,158.87,0.3421710101227654,500.0,0.0,0.0,109.0,40.5,0.3715596330275229,5.573667,22.991632,228.09511,67.0,0.0,5.323667,20.924688,225.23045,66.666664,0.0,2.473667,18.332973,218.78197,89.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-01 20:00:00,20.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,800.0,2500.0,1081.0,14294.0,3188.16,0.2230418357352735,1090.0,475.1,0.4358715596330275,15993.0,1334.4,0.0834365034702682,11653.1,2294.2799999999997,0.1968815165063373,370.0,159.25,0.4304054054054054,6915.0,218.71,0.0316283441793203,464.3,158.97,0.342386388111135,500.0,0.0,0.0,109.0,40.8,0.3743119266055045,5.9903336,24.191452,228.62715,94.333336,0.0,5.573667,22.991632,228.09511,67.0,0.0,2.3903334,17.703077,218.75734,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2025-01-01 21:00:00,21.0,1.0,2.0,1.0,0.0,0.0,0.07,0.0,800.0,2500.0,1081.0,14294.0,3175.33,0.2221442563313278,1090.0,505.05,0.463348623853211,15993.0,1259.59,0.0787588319889951,11653.1,2315.54,0.1987059237456127,370.0,159.25,0.4304054054054054,6915.0,249.34,0.036057845263919,464.3,160.01,0.3446263191901787,500.0,0.0,0.0,109.0,38.65,0.3545871559633027,6.157,24.386976,227.00958,88.666664,0.0,5.9903336,24.191452,228.62715,94.333336,0.0,2.5236666,17.612377,220.79309,83.666664,13.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05
2025-01-01 22:00:00,22.0,1.0,2.0,1.0,0.0,0.0,10.05,0.0,800.0,2500.0,1081.0,14294.0,3172.26,0.2219294809010774,1090.0,504.58,0.4629174311926606,15993.0,1233.28,0.0771137372600512,11653.1,2336.34,0.2004908565102848,370.0,159.0,0.4297297297297297,6915.0,73.82000000000001,0.0106753434562545,464.3,159.93,0.3444540167994831,500.0,0.0,0.0,109.0,45.68,0.4190825688073394,6.007,23.88697,225.37932,92.333336,0.0,6.007,23.88697,225.37932,92.333336,0.0,3.723667,17.924086,224.18304,87.0,84.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01
2025-01-01 23:00:00,23.0,1.0,2.0,1.0,0.0,0.0,7.01,0.0,800.0,2500.0,1081.0,14294.0,3424.11,0.2395487617182034,1090.0,485.63,0.4455321100917431,15993.0,1271.15,0.0794816482210967,11653.1,2479.4,0.2127674181119187,370.0,159.0,0.4297297297297297,6915.0,434.52,0.0628373101952277,464.3,161.11,0.3469954770622442,500.0,0.0,0.0,109.0,45.05,0.4133027522935779,5.5236664,23.126953,222.61296,96.333336,0.0,6.007,23.88697,225.37932,92.333336,0.0,5.123667,16.808268,220.23152,56.666668,165.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2025-01-02 00:00:00,0.0,2.0,3.0,1.0,0.0,0.0,2.55,1.6,800.0,2500.0,1081.0,14294.0,3833.23,0.2681705610745767,1090.0,498.93,0.4577339449541284,15993.0,1294.63,0.0809497905333583,11653.1,2090.33,0.1793797358642764,370.0,159.5,0.431081081081081,6915.0,388.06,0.0561185827910339,464.3,162.82999999999998,0.3506999784622011,500.0,0.0,0.0,109.0,45.23,0.4149541284403669,5.107,23.289454,221.58722,96.0,0.0,5.5236664,23.126953,222.61296,96.333336,0.0,5.123667,16.808268,220.23152,56.666668,165.66667,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,1.56
2025-01-02 01:00:00,1.0,2.0,3.0,1.0,0.0,0.0,1.56,0.0,800.0,2500.0,1081.0,14294.0,3940.88,0.2757016930180495,1090.0,478.3,0.4388073394495413,15993.0,1356.85,0.0848402426061401,11653.1,1736.11,0.1489826741382121,370.0,159.0,0.4297297297297297,6915.0,381.77,0.0552089660159074,464.3,161.34,0.3474908464354942,500.0,0.0,0.0,109.0,45.78,0.42,5.4236665,23.744165,224.13637,95.333336,0.0,5.107,23.289454,221.58722,96.0,0.0,6.4570003,17.955734,213.88458,48.333332,216.33333,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,3.45
2025-01-02 02:00:00,2.0,2.0,3.0,1.0,0.0,0.0,3.45,-0.01,800.0,2500.0,1081.0,14294.0,4002.81,0.2800342801175318,1090.0,497.23,0.4561743119266055,15993.0,1645.39,0.1028818858250484,11653.1,1663.34,0.1427379838841166,370.0,159.0,0.4297297297297297,6915.0,451.06,0.0652292118582791,464.3,161.57999999999998,0.3480077536075812,500.0,0.0,0.0,109.0,46.78,0.4291743119266055,6.0236664,21.423643,224.65703,99.333336,0.0,5.4236665,23.744165,224.13637,95.333336,0.0,6.4570003,17.955734,213.88458,48.333332,216.33333,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,7.02
2025-01-02 03:00:00,3.0,2.0,3.0,1.0,0.0,0.0,7.02,-0.01,800.0,2500.0,1081.0,14294.0,4479.66,0.3133944312298866,1090.0,497.58,0.4564954128440367,15993.0,2140.59,0.1338454323766648,11653.1,1824.23,0.1565446104470055,370.0,159.25,0.4304054054054054,6915.0,141.16,0.0204135936370209,464.3,160.11,0.3448416971785483,500.0,0.0,0.0,109.0,46.05,0.4224770642201834,5.873667,21.448061,231.86385,100.0,0.0,6.0236664,21.423643,224.65703,99.333336,0.0,7.5236664,21.548578,223.39618,63.0,242.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,12.75
2025-01-02 04:00:00,4.0,2.0,3.0,1.0,0.0,0.0,12.75,-0.06,800.0,2500.0,1081.0,14294.0,4664.01,0.3262914509584441,1090.0,490.18,0.4497064220183486,15993.0,2981.54,0.1864278121678234,11653.1,2235.66,0.1918510954166702,370.0,159.25,0.4304054054054054,6915.0,168.37,0.024348517715112,464.3,160.99,0.3467370234762007,500.0,0.0,0.0,109.0,42.63,0.3911009174311927,5.1903334,19.10352,236.93507,100.0,0.0,5.873667,21.448061,231.86385,100.0,0.0,7.5236664,21.548578,223.39618,63.0,242.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,30.07
2025-01-02 05:00:00,5.0,2.0,3.0,1.0,0.0,0.0,30.07,-0.09,800.0,2500.0,1081.0,14294.0,6305.34,0.4411179515880789,1090.0,493.08,0.4523669724770642,15993.0,3890.84,0.243283936722316,11653.1,2454.1,0.2105963220087358,370.0,159.0,0.4297297297297297,6915.0,234.5,0.0339117859725235,464.3,162.98000000000002,0.3510230454447556,500.0,0.0,0.0,109.0,37.98,0.348440366972477,4.9570003,18.767511,235.38263,100.0,0.0,5.1903334,19.10352,236.93507,100.0,0.0,7.390333,21.661345,231.15443,71.666664,197.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,67.13
2025-01-02 06:00:00,6.0,2.0,3.0,1.0,0.0,0.0,67.13,-0.01,800.0,2500.0,1081.0,14294.0,7865.36,0.5502560514901357,1090.0,534.33,0.490211009174312,15993.0,5120.4,0.3201650722190958,11653.1,3008.56,0.2581767941577777,370.0,159.0,0.4297297297297297,6915.0,287.49,0.0415748373101952,464.3,162.82999999999998,0.3506999784622011,500.0,0.0,0.0,109.0,40.48,0.3713761467889908,5.1736665,20.583899,239.75842,100.0,0.0,4.9570003,18.767511,235.38263,100.0,0.0,7.390333,21.661345,231.15443,71.666664,197.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,98.83
2025-01-02 07:00:00,7.0,2.0,3.0,1.0,0.0,0.0,98.83,-0.01,800.0,2500.0,1081.0,14294.0,8815.39,0.6167196026304743,1090.0,476.73,0.4373669724770642,15993.0,6016.0599999999995,0.3761683236415931,11653.1,3594.08,0.3084226514832963,370.0,159.0,0.4297297297297297,6915.0,800.64,0.1157830802603036,464.3,164.54999999999998,0.354404479862158,500.0,17.0,0.034,109.0,38.9,0.3568807339449541,5.0736666,19.785604,250.7536,100.0,0.0,5.1736665,20.583899,239.75842,100.0,0.0,7.4236665,22.431833,229.66008,52.666668,129.66667,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,121.53
2025-01-02 08:00:00,8.0,2.0,3.0,1.0,0.0,0.0,121.53,-0.04,800.0,2500.0,1081.0,14294.0,9279.71,0.6492031621659439,1090.0,477.53,0.4381009174311926,15993.0,6453.34,0.4035102857500156,11653.1,4018.09,0.3448086775192867,370.0,159.0,0.4297297297297297,6915.0,752.4300000000001,0.1088112798264642,464.3,166.51,0.358625888434202,500.0,0.6,0.0012,109.0,39.18,0.3594495412844036,4.907,16.939093,263.46262,100.0,0.0,5.0736666,19.785604,250.7536,100.0,0.0,7.4236665,22.431833,229.66008,52.666668,129.66667,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,127.23
2025-01-02 09:00:00,9.0,2.0,3.0,1.0,0.0,0.0,127.23,-0.03,800.0,2500.0,1081.0,14294.0,9439.88,0.6604085630334405,1090.0,471.5,0.4325688073394495,15993.0,7199.33,0.4501550678421809,11653.1,4212.7,0.3615089546987496,370.0,159.0,0.4297297297297297,6915.0,897.2,0.1297469269703543,464.3,163.41000000000005,0.3519491707947448,500.0,0.0,0.0,109.0,41.48,0.3805504587155963,4.807,15.920724,264.69235,100.0,6.3333335,4.907,16.939093,263.46262,100.0,0.0,6.823667,21.680923,228.72357,66.0,57.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,126.35
2025-01-02 10:00:00,10.0,2.0,3.0,1.0,0.0,0.0,126.35,-0.1,800.0,2500.0,1081.0,14294.0,9431.43,0.6598174059045754,1090.0,490.73,0.4502110091743119,15993.0,7276.36,0.4549715500531482,11653.1,4285.22,0.367732191434039,370.0,159.25,0.4304054054054054,6915.0,428.9500000000001,0.0620318148951554,464.3,163.61,0.3523799267714839,500.0,0.0,0.0,109.0,39.83,0.3654128440366972,4.5569997,14.888809,264.04477,100.0,35.333332,4.807,15.920724,264.69235,100.0,6.3333335,6.823667,21.680923,228.72357,66.0,57.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,119.97
2025-01-02 11:00:00,11.0,2.0,3.0,1.0,0.0,0.0,119.97,-0.05,800.0,2500.0,1081.0,14294.0,9365.91,0.6552336644746047,1090.0,512.38,0.4700733944954128,15993.0,6971.72,0.4359232164071782,11653.1,4218.48,0.3620049600535479,370.0,159.25,0.4304054054054054,6915.0,273.18,0.0395054229934924,464.3,163.69,0.3525522291621796,500.0,0.0,0.0,109.0,38.18,0.3502752293577981,4.457,13.903496,253.58669,83.333336,58.333332,4.5569997,14.888809,264.04477,100.0,35.333332,5.7236667,20.104364,225.80684,68.333336,4.3333335,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,115.95
2025-01-02 12:00:00,12.0,2.0,3.0,1.0,0.0,0.0,115.95,-0.1,800.0,2500.0,1081.0,14294.0,9525.53,0.6664005876591578,1090.0,519.65,0.476743119266055,15993.0,6901.9800000000005,0.431562558619396,11653.1,3902.78,0.334913456505136,370.0,159.25,0.4304054054054054,6915.0,193.93,0.0280448300795372,464.3,166.64,0.3589058798190825,500.0,0.0,0.0,109.0,39.93,0.3663302752293578,4.5903335,13.79642,253.69319,66.666664,94.333336,4.457,13.903496,253.58669,83.333336,58.333332,5.7236667,20.104364,225.80684,68.333336,4.3333335,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,113.9
