date,ftc_IT-CSOUTH,ftc_IT-NORTH,ftc_IT-SACODC,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d
2025-01-02 09:00:00,3096.0,4238.0,150.0,7.6462502,10.557446,238.10538,97.0,15.0,7.42125,7.179286,255.03693,74.5,0.0,8.64625,7.928185,179.89087,79.5,60.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 10:00:00,3096.0,4238.0,150.0,7.99625,9.834156,266.31445,93.5,55.0,7.6462502,10.557446,238.10538,97.0,15.0,8.64625,7.928185,179.89087,79.5,60.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 11:00:00,3863.0,3366.0,150.0,8.571251,11.746278,270.6524,78.0,108.0,7.99625,9.834156,266.31445,93.5,55.0,8.196251,7.82065,172.94867,78.0,12.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 12:00:00,3863.0,3366.0,150.0,9.046249,10.794325,190.96198,93.5,192.0,8.571251,11.746278,270.6524,78.0,108.0,8.196251,7.82065,172.94867,78.0,12.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 13:00:00,3957.0,3491.0,150.0,9.27125,7.1614046,223.46674,96.0,177.5,9.046249,10.794325,190.96198,93.5,192.0,7.92125,6.651002,195.77534,84.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 14:00:00,3957.0,3491.0,150.0,8.99625,9.695382,249.0717,100.0,140.0,9.27125,7.1614046,223.46674,96.0,177.5,7.92125,6.651002,195.77534,84.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 15:00:00,3821.0,3514.0,150.0,9.221251,9.685697,228.02737,99.0,87.5,8.99625,9.695382,249.0717,100.0,140.0,7.3962502,5.3062563,216.05656,84.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 16:00:00,3821.0,3514.0,150.0,9.346251,9.093209,248.84421,99.5,66.5,9.221251,9.685697,228.02737,99.0,87.5,7.3962502,5.3062563,216.05656,84.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 17:00:00,3898.0,3340.0,150.0,8.92125,10.154003,263.49017,98.5,13.5,9.346251,9.093209,248.84421,99.5,66.5,7.44625,5.4845066,241.24998,96.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 18:00:00,3898.0,3340.0,150.0,8.04625,11.402266,251.25302,98.5,0.0,8.92125,10.154003,263.49017,98.5,13.5,7.44625,5.4845066,241.24998,96.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 19:00:00,3812.0,3698.0,150.0,7.7712502,13.277609,271.73825,99.0,0.0,8.04625,11.402266,251.25302,98.5,0.0,7.3212504,4.7047677,263.29187,83.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 20:00:00,3812.0,3698.0,150.0,7.4712505,12.724953,281.03802,98.5,0.0,7.7712502,13.277609,271.73825,99.0,0.0,7.3212504,4.7047677,263.29187,83.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 21:00:00,3714.0,3373.0,150.0,7.1962504,10.9454155,276.1648,99.5,0.0,7.4712505,12.724953,281.03802,98.5,0.0,7.49625,4.0439396,258.26605,91.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 22:00:00,3714.0,3373.0,150.0,7.62125,9.413031,255.26999,97.5,0.0,7.1962504,10.9454155,276.1648,99.5,0.0,7.49625,4.0439396,258.26605,91.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-02 23:00:00,3660.0,3767.0,150.0,7.5212502,11.064301,242.17928,99.0,0.0,7.62125,9.413031,255.26999,97.5,0.0,7.5712504,4.221823,251.92711,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0
2025-01-03 00:00:00,3660.0,3767.0,150.0,7.27125,11.204157,234.16008,98.0,0.0,7.5212502,11.064301,242.17928,99.0,0.0,7.57125,5.386215,243.72083,95.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 01:00:00,3813.0,3900.0,150.0,6.99625,11.362475,219.03394,98.0,0.0,7.27125,11.204157,234.16008,98.0,0.0,7.24625,7.210329,83.14989,91.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 02:00:00,3913.0,3900.0,150.0,7.5712504,13.409576,234.76144,92.5,0.0,6.99625,11.362475,219.03394,98.0,0.0,7.47125,6.439875,243.43503,94.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 03:00:00,3928.0,3997.0,150.0,7.69625,10.454336,222.33893,96.0,0.0,7.5712504,13.409576,234.76144,92.5,0.0,7.6462502,8.915595,88.73956,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 04:00:00,3828.0,3897.0,150.0,7.74625,8.339033,184.97894,99.0,0.0,7.69625,10.454336,222.33893,96.0,0.0,7.67125,7.3851137,182.4574,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 05:00:00,3869.0,3586.0,150.0,6.99625,7.679183,150.5307,100.0,0.0,7.74625,8.339033,184.97894,99.0,0.0,7.57125,8.469734,248.20053,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 06:00:00,3869.0,3386.0,150.0,6.37125,9.259348,305.30252,99.0,0.0,6.99625,7.679183,150.5307,100.0,0.0,7.24625,8.316158,108.93753,81.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 07:00:00,3730.0,3970.0,150.0,6.19625,8.922165,301.88287,97.5,0.0,6.37125,9.259348,305.30252,99.0,0.0,6.97125,6.421075,239.85919,84.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 08:00:00,3730.0,3970.0,150.0,5.8212504,8.480961,302.51233,84.5,0.0,6.19625,8.922165,301.88287,97.5,0.0,7.42125,7.179286,255.03693,74.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 09:00:00,3375.0,3881.0,150.0,6.5462503,7.05418,136.92595,19.0,28.0,5.8212504,8.480961,302.51233,84.5,0.0,7.6462502,10.557446,238.10538,97.0,15.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 10:00:00,3375.0,3981.0,150.0,8.346251,2.2886574,237.22198,27.5,138.5,6.5462503,7.05418,136.92595,19.0,28.0,7.99625,9.834156,266.31445,93.5,55.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 11:00:00,3393.0,4266.0,150.0,9.77125,3.9516523,128.04263,9.0,244.0,8.346251,2.2886574,237.22198,27.5,138.5,8.571251,11.746278,270.6524,78.0,108.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 12:00:00,3393.0,4166.0,150.0,10.77125,4.3679876,170.92548,20.5,309.0,9.77125,3.9516523,128.04263,9.0,244.0,9.046249,10.794325,190.96198,93.5,192.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 13:00:00,3665.0,3477.0,150.0,11.471251,4.074526,186.49738,22.5,331.0,10.77125,4.3679876,170.92548,20.5,309.0,9.27125,7.1614046,223.46674,96.0,177.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 14:00:00,3665.0,3277.0,150.0,12.44625,5.4535885,242.61617,8.5,330.5,11.471251,4.074526,186.49738,22.5,331.0,8.99625,9.695382,249.0717,100.0,140.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 15:00:00,3832.0,3375.0,150.0,12.221251,4.6530323,259.31476,3.0,263.0,12.44625,5.4535885,242.61617,8.5,330.5,9.221251,9.685697,228.02737,99.0,87.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 16:00:00,3832.0,3375.0,150.0,10.721251,5.4484825,237.88461,9.5,148.5,12.221251,4.6530323,259.31476,3.0,263.0,9.346251,9.093209,248.84421,99.5,66.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 17:00:00,3670.0,3471.0,150.0,8.39625,6.6532316,58.7023,1.0,31.5,10.721251,5.4484825,237.88461,9.5,148.5,8.92125,10.154003,263.49017,98.5,13.5,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 18:00:00,3670.0,3471.0,150.0,6.74625,7.8357363,38.36177,1.5,0.0,8.39625,6.6532316,58.7023,1.0,31.5,8.04625,11.402266,251.25302,98.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 19:00:00,3653.0,3327.0,150.0,6.02125,9.47107,25.321579,35.0,0.0,6.74625,7.8357363,38.36177,1.5,0.0,7.7712502,13.277609,271.73825,99.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 20:00:00,3753.0,3527.0,150.0,5.64625,10.699162,29.229641,49.5,0.0,6.02125,9.47107,25.321579,35.0,0.0,7.4712505,12.724953,281.03802,98.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 21:00:00,3571.0,3234.0,150.0,5.32125,11.135918,33.757835,41.0,0.0,5.64625,10.699162,29.229641,49.5,0.0,7.1962504,10.9454155,276.1648,99.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 22:00:00,3671.0,3334.0,150.0,4.79625,10.883476,33.14616,42.5,0.0,5.32125,11.135918,33.757835,41.0,0.0,7.62125,9.413031,255.26999,97.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-03 23:00:00,3404.0,3999.0,150.0,4.47125,9.059419,37.511135,6.5,0.0,4.79625,10.883476,33.14616,42.5,0.0,7.5212502,11.064301,242.17928,99.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74
2025-01-04 00:00:00,3504.0,4099.0,150.0,4.12125,6.7980523,36.95535,6.5,0.0,4.47125,9.059419,37.511135,6.5,0.0,7.27125,11.204157,234.16008,98.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 01:00:00,3531.0,4038.0,150.0,3.39625,4.6465073,31.698174,13.0,0.0,4.12125,6.7980523,36.95535,6.5,0.0,6.99625,11.362475,219.03394,98.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 02:00:00,3531.0,4038.0,150.0,3.9212499,5.0094857,45.45072,11.5,0.0,3.39625,4.6465073,31.698174,13.0,0.0,7.5712504,13.409576,234.76144,92.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 03:00:00,3763.0,3944.0,150.0,3.4212499,4.819353,39.238224,13.0,0.0,3.9212499,5.0094857,45.45072,11.5,0.0,7.69625,10.454336,222.33893,96.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 04:00:00,3663.0,3944.0,150.0,3.4712498,4.814149,44.476265,15.0,0.0,3.4212499,4.819353,39.238224,13.0,0.0,7.74625,8.339033,184.97894,99.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 05:00:00,3550.0,3816.0,150.0,3.57125,4.2762265,54.5468,50.0,0.0,3.4712498,4.814149,44.476265,15.0,0.0,6.99625,7.679183,150.5307,100.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 06:00:00,3450.0,3716.0,150.0,3.59625,4.080668,58.46464,51.0,0.0,3.57125,4.2762265,54.5468,50.0,0.0,6.37125,9.259348,305.30252,99.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 07:00:00,3370.0,3733.0,150.0,4.09625,4.420935,48.2855,50.0,0.0,3.59625,4.080668,58.46464,51.0,0.0,6.19625,8.922165,301.88287,97.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 08:00:00,3470.0,3733.0,150.0,4.22125,4.569749,26.920933,64.0,0.0,4.09625,4.420935,48.2855,50.0,0.0,5.8212504,8.480961,302.51233,84.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 09:00:00,3518.0,3965.0,150.0,5.2462497,5.889608,26.629799,71.0,23.5,4.22125,4.569749,26.920933,64.0,0.0,6.5462503,7.05418,136.92595,19.0,28.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 10:00:00,3618.0,4065.0,150.0,6.92125,6.1186056,33.87337,64.0,90.0,5.2462497,5.889608,26.629799,71.0,23.5,8.346251,2.2886574,237.22198,27.5,138.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 11:00:00,3792.0,4182.0,150.0,7.6712503,3.62243,198.43503,73.0,152.5,6.92125,6.1186056,33.87337,64.0,90.0,9.77125,3.9516523,128.04263,9.0,244.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 12:00:00,3792.0,4182.0,150.0,8.196251,4.1226125,147.90396,71.0,202.0,7.6712503,3.62243,198.43503,73.0,152.5,10.77125,4.3679876,170.92548,20.5,309.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 13:00:00,3666.0,3806.0,150.0,8.49625,4.89655,162.82748,98.5,222.0,8.196251,4.1226125,147.90396,71.0,202.0,11.471251,4.074526,186.49738,22.5,331.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 14:00:00,3566.0,3706.0,150.0,8.221251,3.607301,174.20386,100.0,166.5,8.49625,4.89655,162.82748,98.5,222.0,12.44625,5.4535885,242.61617,8.5,330.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 15:00:00,3512.0,3697.0,150.0,8.44625,2.901538,193.59056,95.5,162.5,8.221251,3.607301,174.20386,100.0,166.5,12.221251,4.6530323,259.31476,3.0,263.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 16:00:00,3512.0,3497.0,150.0,8.07125,3.0395212,222.2654,96.5,83.5,8.44625,2.901538,193.59056,95.5,162.5,10.721251,5.4484825,237.88461,9.5,148.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 17:00:00,3597.0,3442.0,150.0,6.57125,2.2128327,96.69626,84.5,20.5,8.07125,3.0395212,222.2654,96.5,83.5,8.39625,6.6532316,58.7023,1.0,31.5,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 18:00:00,3597.0,3442.0,150.0,6.49625,2.8258164,137.38184,96.0,0.0,6.57125,2.2128327,96.69626,84.5,20.5,6.74625,7.8357363,38.36177,1.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 19:00:00,3636.0,3482.0,150.0,6.2462497,2.263221,140.65494,100.0,0.0,6.49625,2.8258164,137.38184,96.0,0.0,6.02125,9.47107,25.321579,35.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 20:00:00,3636.0,3582.0,150.0,6.2712502,3.3582127,162.09023,100.0,0.0,6.2462497,2.263221,140.65494,100.0,0.0,5.64625,10.699162,29.229641,49.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 21:00:00,3587.0,3736.0,150.0,6.09625,4.920006,168.04613,99.5,0.0,6.2712502,3.3582127,162.09023,100.0,0.0,5.32125,11.135918,33.757835,41.0,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 22:00:00,3587.0,3836.0,150.0,5.82125,4.477639,178.28407,98.5,0.0,6.09625,4.920006,168.04613,99.5,0.0,4.79625,10.883476,33.14616,42.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-04 23:00:00,3664.0,3882.0,150.0,5.59625,4.1060495,25.670053,100.0,0.0,5.82125,4.477639,178.28407,98.5,0.0,4.47125,9.059419,37.511135,6.5,0.0,0.0,49.622,113.2,113.2,0.0,74.222351,74.45,74.45
2025-01-05 00:00:00,3664.0,3982.0,150.0,5.74625,4.826728,34.827923,100.0,0.0,5.59625,4.1060495,25.670053,100.0,0.0,4.12125,6.7980523,36.95535,6.5,0.0,0.0,0.0,113.2,113.2,0.0,0.0,74.45,74.45
2025-01-05 01:00:00,3593.0,3982.0,150.0,5.62125,5.9435277,207.68788,100.0,0.0,5.74625,4.826728,34.827923,100.0,0.0,3.39625,4.6465073,31.698174,13.0,0.0,0.0,0.0,113.2,113.2,0.0,0.0,74.45,74.45
2025-01-05 02:00:00,3693.0,3982.0,150.0,5.99625,5.36307,186.26433,100.0,0.0,5.62125,5.9435277,207.68788,100.0,0.0,3.9212499,5.0094857,45.45072,11.5,0.0,0.0,0.0,113.2,113.2,0.0,0.0,74.45,74.45
2025-01-05 03:00:00,3589.0,3982.0,150.0,5.79625,7.4253316,202.0517,100.0,0.0,5.99625,5.36307,186.26433,100.0,0.0,3.4212499,4.819353,39.238224,13.0,0.0,0.0,0.0,113.2,113.2,0.0,0.0,74.45,74.45
