date,hour,day_x,weekday_x,month_x,weekend_x,season_x,EP_lag_1,EP_lag_24,DAHTL_TotalLoadValue,DAHTL_lag_1h,DAHTL_lag_24h,ATL_TotalLoadValue,ATL_lag_1h,ATL_lag_24h,ftc_NL,Hydro_Pumped_Storage_Capacity,Hydro_Pumped_Storage_Output,Hydro_Pumped_Storage_Utilization,Hydro_Water_Reservoir_Capacity,Hydro_Water_Reservoir_Output,Hydro_Water_Reservoir_Utilization,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-01 10:00:00,10.0,1.0,2.0,1.0,0.0,0.0,21.06,0.0,5020.01,4968.75,0.0,4864.29,4754.41,0.0,640.0,520.0,0.0,0.0,6047.2,1415.57,0.2340868501124487,-0.57875,19.561035,48.245262,100.0,1.0,-0.57875,19.561035,48.245262,100.0,1.0,1.9712499,13.956116,170.10022,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.54
2025-01-01 11:00:00,11.0,1.0,2.0,1.0,0.0,0.0,23.54,0.0,5050.96,5020.01,0.0,5097.04,4864.29,0.0,640.0,520.0,0.0,0.0,6047.2,1361.67,0.2251736340785818,-0.97875,17.425755,37.619762,100.0,8.0,-0.97875,17.425755,37.619762,100.0,8.0,-0.078749955,16.219986,28.134079,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.12
2025-01-01 12:00:00,12.0,1.0,2.0,1.0,0.0,0.0,27.12,0.0,5093.42,5050.96,0.0,5063.05,5097.04,0.0,640.0,520.0,0.0,0.0,6047.2,1406.33,0.2325588702209287,-1.6787498,18.471441,26.193726,100.0,12.0,-0.97875,17.425755,37.619762,100.0,8.0,-0.60375,16.389647,30.479263,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2
2025-01-01 13:00:00,13.0,1.0,2.0,1.0,0.0,0.0,27.2,0.0,5096.21,5093.42,0.0,5115.0,5063.05,0.0,640.0,520.0,0.0,0.0,6047.2,1344.37,0.2223128059267099,-2.40375,19.60474,38.305553,100.0,24.0,-1.6787498,18.471441,26.193726,100.0,12.0,-0.62875,14.796236,33.522358,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.11
2025-01-01 14:00:00,14.0,1.0,2.0,1.0,0.0,0.0,27.11,0.0,5116.07,5096.21,0.0,5154.37,5115.0,0.0,640.0,520.0,0.0,0.0,6047.2,1524.18,0.2520472284693743,-2.72875,19.745794,30.245256,100.0,21.0,-2.40375,19.60474,38.305553,100.0,24.0,-0.60375,14.308348,42.34049,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02
2025-01-01 15:00:00,15.0,1.0,2.0,1.0,0.0,0.0,27.02,0.0,5146.17,5116.07,0.0,5215.18,5154.37,0.0,640.0,520.0,0.0,0.0,6047.2,1711.34,0.2829970895621114,-2.70375,19.61087,18.063423,100.0,13.5,-2.72875,19.745794,30.245256,100.0,21.0,-0.27875,13.115313,37.507896,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8
2025-01-01 16:00:00,16.0,1.0,2.0,1.0,0.0,0.0,26.8,0.0,5167.16,5146.17,0.0,5279.45,5215.18,0.0,640.0,520.0,0.0,0.0,6047.2,1776.75,0.2938136658288133,-2.6287498,19.14296,23.55893,100.0,2.0,-2.70375,19.61087,18.063423,100.0,13.5,-0.25375003,12.409515,50.534763,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.72
2025-01-01 17:00:00,17.0,1.0,2.0,1.0,0.0,0.0,26.72,0.0,5137.56,5167.16,0.0,5228.15,5279.45,0.0,640.0,520.0,0.0,0.0,6047.2,1718.04,0.2841050403492525,-2.5787501,17.48442,21.285305,100.0,0.0,-2.5787501,17.48442,21.285305,100.0,0.0,-0.15375,12.735981,49.76376,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1
2025-01-01 18:00:00,18.0,1.0,2.0,1.0,0.0,0.0,26.1,0.0,5099.43,5137.56,0.0,5134.33,5228.15,0.0,640.0,520.0,0.0,0.0,6047.2,1748.62,0.2891619261807117,-2.55375,15.39978,16.222816,100.0,0.0,-2.5787501,17.48442,21.285305,100.0,0.0,-0.078749985,12.812407,58.50354,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6
2025-01-01 19:00:00,19.0,1.0,2.0,1.0,0.0,0.0,26.6,0.0,5054.13,5099.43,0.0,5076.12,5134.33,0.0,640.0,520.0,0.0,0.0,6047.2,1762.85,0.2915150813599682,-2.47875,14.8385315,8.919453,100.0,0.0,-2.55375,15.39978,16.222816,100.0,0.0,0.24624997,14.685175,63.435013,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83
2025-01-01 20:00:00,20.0,1.0,2.0,1.0,0.0,0.0,26.83,0.0,5009.04,5054.13,0.0,5044.72,5076.12,0.0,640.0,520.0,0.0,0.0,6047.2,1895.19,0.313399589892843,-2.4537501,13.965361,11.260295,100.0,0.0,-2.47875,14.8385315,8.919453,100.0,0.0,-0.028750002,15.713987,55.519676,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02
2025-01-01 21:00:00,21.0,1.0,2.0,1.0,0.0,0.0,27.02,0.0,4894.13,5009.04,0.0,4970.27,5044.72,0.0,640.0,520.0,0.0,0.0,6047.2,1803.1,0.2981710543722715,-2.5037498,12.285696,184.14853,100.0,0.0,-2.4537501,13.965361,11.260295,100.0,0.0,-0.27875,19.79309,54.92522,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49
2025-01-01 22:00:00,22.0,1.0,2.0,1.0,0.0,0.0,26.49,0.0,4744.36,4894.13,0.0,4809.8,4970.27,0.0,640.0,520.0,0.0,0.0,6047.2,1535.01,0.2538381399656039,-2.60375,10.742852,351.3084,100.0,0.0,-2.60375,10.742852,351.3084,100.0,0.0,-0.57875,19.561035,48.245262,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76
2025-01-01 23:00:00,23.0,1.0,2.0,1.0,0.0,0.0,25.76,0.0,4725.72,4744.36,0.0,4713.78,4809.8,0.0,640.0,520.0,0.0,0.0,6047.2,1626.98,0.2690468315914803,-2.65375,9.781357,332.47043,100.0,0.0,-2.60375,10.742852,351.3084,100.0,0.0,-0.97875,17.425755,37.619762,100.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.11
2025-01-02 00:00:00,0.0,2.0,3.0,1.0,0.0,0.0,27.11,14.05,4786.97,4725.72,4477.63,4748.35,4713.78,4406.88,640.0,520.0,0.0,0.0,6047.2,1569.47,0.2595366450588702,-2.5787501,10.057907,318.78088,100.0,0.0,-2.65375,9.781357,332.47043,100.0,0.0,-0.97875,17.425755,37.619762,100.0,8.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,26.8
2025-01-02 01:00:00,1.0,2.0,3.0,1.0,0.0,0.0,26.8,12.39,4705.01,4786.97,4512.44,4784.18,4748.35,4370.35,640.0,520.0,0.0,0.0,6047.2,1518.38,0.2510881068924461,-2.72875,10.330362,312.66656,51.5,0.0,-2.5787501,10.057907,318.78088,100.0,0.0,-1.6787498,18.471441,26.193726,100.0,12.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,26.15
2025-01-02 02:00:00,2.0,2.0,3.0,1.0,0.0,0.0,26.15,13.21,4634.98,4705.01,4568.03,4686.69,4784.18,4345.23,640.0,520.0,0.0,0.0,6047.2,1641.07,0.2713768355602592,-4.25375,13.492218,314.4416,1.0,0.0,-2.72875,10.330362,312.66656,51.5,0.0,-1.6787498,18.471441,26.193726,100.0,12.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,27.38
2025-01-02 03:00:00,3.0,2.0,3.0,1.0,0.0,0.0,27.38,12.23,4636.93,4634.98,4544.84,4617.33,4686.69,4519.04,640.0,520.0,0.6,0.0011538461538461,6047.2,1923.42,0.3180678661198571,-4.95375,13.82877,318.03436,0.5,0.0,-4.25375,13.492218,314.4416,1.0,0.0,-2.40375,19.60474,38.305553,100.0,24.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,29.36
2025-01-02 04:00:00,4.0,2.0,3.0,1.0,0.0,0.0,29.36,6.73,4710.89,4636.93,4628.46,4777.39,4617.33,4738.37,640.0,520.0,248.17,0.4772499999999999,6047.2,2999.87,0.4960758698240508,-5.30375,14.232981,314.71692,0.0,0.0,-4.95375,13.82877,318.03436,0.5,0.0,-2.40375,19.60474,38.305553,100.0,24.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,31.98
2025-01-02 05:00:00,5.0,2.0,3.0,1.0,0.0,0.0,31.98,15.37,5099.89,4710.89,4695.73,5144.55,4777.39,4650.39,640.0,520.0,400.7999999999999,0.7707692307692307,6047.2,3898.06,0.6446057679587247,-5.50375,13.687158,309.92584,0.0,0.0,-5.30375,14.232981,314.71692,0.0,0.0,-2.72875,19.745794,30.245256,100.0,21.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,37.82
2025-01-02 06:00:00,6.0,2.0,3.0,1.0,0.0,0.0,37.82,16.11,5513.83,5099.89,4715.87,5524.36,5144.55,4560.26,640.0,520.0,377.02,0.7250384615384615,6047.2,4043.29,0.6686218415134277,-5.5787497,13.578141,299.90036,0.0,0.0,-5.50375,13.687158,309.92584,0.0,0.0,-2.72875,19.745794,30.245256,100.0,21.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,88.61
2025-01-02 07:00:00,7.0,2.0,3.0,1.0,0.0,0.0,88.61,16.55,5828.93,5513.83,4767.42,5641.34,5524.36,4621.83,640.0,520.0,406.38,0.7815,6047.2,4312.39,0.7131217753671121,-5.00375,13.755661,293.6408,0.0,0.0,-5.5787497,13.578141,299.90036,0.0,0.0,-2.70375,19.61087,18.063423,100.0,13.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,115.95
2025-01-02 08:00:00,8.0,2.0,3.0,1.0,0.0,0.0,115.95,17.95,5835.93,5828.93,4888.0,5657.95,5641.34,4700.08,640.0,520.0,482.06,0.9270384615384616,6047.2,4741.46,0.7840752745072099,-4.57875,14.667114,294.8071,2.0,0.0,-5.00375,13.755661,293.6408,0.0,0.0,-2.70375,19.61087,18.063423,100.0,13.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,119.84
2025-01-02 09:00:00,9.0,2.0,3.0,1.0,0.0,0.0,119.84,21.06,5840.34,5835.93,4968.75,5424.78,5657.95,4754.41,640.0,520.0,504.15,0.9695192307692309,6047.2,4541.34,0.7509822727874058,-3.92875,16.743948,295.5609,19.5,0.0,-4.57875,14.667114,294.8071,2.0,0.0,-2.6287498,19.14296,23.55893,100.0,2.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,120.84
2025-01-02 10:00:00,10.0,2.0,3.0,1.0,0.0,0.0,120.84,23.54,5646.25,5840.34,5020.01,5507.3,5424.78,4864.29,640.0,520.0,503.64,0.9685384615384616,6047.2,4769.0,0.7886294483397275,-3.2537498,16.445559,291.5406,43.5,9.5,-3.92875,16.743948,295.5609,19.5,0.0,-2.6287498,19.14296,23.55893,100.0,2.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,108.27
2025-01-02 11:00:00,11.0,2.0,3.0,1.0,0.0,0.0,108.27,27.12,5695.18,5646.25,5050.96,5594.31,5507.3,5097.04,640.0,520.0,502.89,0.9670961538461538,6047.2,4747.3,0.7850410107157032,-2.02875,18.234577,297.3047,0.0,60.0,-3.2537498,16.445559,291.5406,43.5,9.5,-2.5787501,17.48442,21.285305,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,97.4
2025-01-02 12:00:00,12.0,2.0,3.0,1.0,0.0,0.0,97.4,27.2,5774.28,5695.18,5093.42,5473.57,5594.31,5063.05,640.0,520.0,462.11,0.888673076923077,6047.2,4623.98,0.7646481016007408,-0.60375,20.993328,303.30768,0.0,110.5,-2.02875,18.234577,297.3047,0.0,60.0,-2.5787501,17.48442,21.285305,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,102.1
2025-01-02 13:00:00,13.0,2.0,3.0,1.0,0.0,0.0,102.1,27.11,5680.1,5774.28,5096.21,5445.8,5473.57,5115.0,640.0,520.0,477.14,0.9175769230769232,6047.2,4666.89,0.7717439476121181,-0.05375,21.875313,303.88727,0.0,129.5,-0.60375,20.993328,303.30768,0.0,110.5,-2.55375,15.39978,16.222816,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,107.83
2025-01-02 14:00:00,14.0,2.0,3.0,1.0,0.0,0.0,107.83,27.02,5726.92,5680.1,5116.07,5558.96,5445.8,5154.37,640.0,520.0,497.98,0.9576538461538462,6047.2,4610.29,0.7623842439476122,-1.20375,20.404587,302.2495,0.0,112.0,-0.05375,21.875313,303.88727,0.0,129.5,-2.55375,15.39978,16.222816,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,122.3
2025-01-02 15:00:00,15.0,2.0,3.0,1.0,0.0,0.0,122.3,26.8,5781.2,5726.92,5146.17,5482.13,5558.96,5215.18,640.0,520.0,487.09,0.9367115384615384,6047.2,4714.45,0.7796087445429289,-1.8287499,20.614504,302.75153,9.0,65.0,-1.20375,20.404587,302.2495,0.0,112.0,-2.47875,14.8385315,8.919453,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,131.09
2025-01-02 16:00:00,16.0,2.0,3.0,1.0,0.0,0.0,131.09,26.72,5670.88,5781.2,5167.16,5505.55,5482.13,5279.45,640.0,520.0,446.54,0.8587307692307692,6047.2,4389.49,0.7258714777086916,-2.6287498,19.665615,300.95764,90.0,10.5,-1.8287499,20.614504,302.75153,9.0,65.0,-2.47875,14.8385315,8.919453,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,145.14
2025-01-02 17:00:00,17.0,2.0,3.0,1.0,0.0,0.0,145.14,26.1,5709.59,5670.88,5137.56,5512.48,5505.55,5228.15,640.0,520.0,446.1799999999999,0.8580384615384614,6047.2,4362.33,0.7213801428760418,-3.0787501,18.344425,299.51413,97.5,0.0,-2.6287498,19.665615,300.95764,90.0,10.5,-2.4537501,13.965361,11.260295,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,139.16
2025-01-02 18:00:00,18.0,2.0,3.0,1.0,0.0,0.0,139.16,26.6,5684.51,5709.59,5099.43,5582.15,5512.48,5134.33,640.0,520.0,501.42,0.9642692307692308,6047.2,4539.94,0.7507507606826299,-3.30375,16.271738,294.90967,99.5,0.0,-3.0787501,18.344425,299.51413,97.5,0.0,-2.4537501,13.965361,11.260295,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,104.1
2025-01-02 19:00:00,19.0,2.0,3.0,1.0,0.0,0.0,104.1,26.83,5816.9,5684.51,5054.13,5742.9,5582.15,5076.12,640.0,520.0,491.37,0.9449423076923076,6047.2,4495.91,0.7434697049874321,-3.67875,14.520407,288.54938,98.0,0.0,-3.30375,16.271738,294.90967,99.5,0.0,-2.5037498,12.285696,184.14853,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,99.49
2025-01-02 20:00:00,20.0,2.0,3.0,1.0,0.0,0.0,99.49,27.02,5775.61,5816.9,5009.04,5836.42,5742.9,5044.72,640.0,520.0,497.55,0.9568269230769232,6047.2,4493.38,0.7430513295409447,-3.92875,14.352379,288.2883,97.0,0.0,-3.67875,14.520407,288.54938,98.0,0.0,-2.5037498,12.285696,184.14853,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,75.53
2025-01-02 21:00:00,21.0,2.0,3.0,1.0,0.0,0.0,75.53,26.49,5821.02,5775.61,4894.13,5754.5,5836.42,4970.27,640.0,520.0,503.5499999999999,0.9683653846153846,6047.2,4547.64,0.7520240772588968,-4.55375,14.458439,288.86237,73.5,0.0,-3.92875,14.352379,288.2883,97.0,0.0,-2.60375,10.742852,351.3084,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,63.71
2025-01-02 22:00:00,22.0,2.0,3.0,1.0,0.0,0.0,63.71,25.76,5710.62,5821.02,4744.36,5467.62,5754.5,4809.8,640.0,520.0,486.94000000000005,0.936423076923077,6047.2,4502.46,0.7445528509062046,-4.97875,14.926982,277.12497,22.5,0.0,-4.55375,14.458439,288.86237,73.5,0.0,-2.60375,10.742852,351.3084,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,48.29
2025-01-02 23:00:00,23.0,2.0,3.0,1.0,0.0,0.0,48.29,27.11,5449.72,5710.62,4725.72,4804.16,5467.62,4713.78,640.0,520.0,395.45,0.7604807692307692,6047.2,4714.94,0.7796897737796005,-4.9537497,16.313038,268.86374,87.0,0.0,-4.97875,14.926982,277.12497,22.5,0.0,-2.65375,9.781357,332.47043,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,40.63
2025-01-03 00:00:00,0.0,3.0,4.0,1.0,0.0,0.0,40.63,26.8,5272.78,5449.72,4786.97,4841.9,4804.16,4748.35,640.0,520.0,379.26,0.7293461538461539,6047.2,4499.22,0.7440170657494378,-4.67875,16.23023,262.17065,100.0,0.0,-4.9537497,16.313038,268.86374,87.0,0.0,-2.5787501,10.057907,318.78088,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,36.76
2025-01-03 01:00:00,1.0,3.0,4.0,1.0,0.0,0.0,36.76,26.15,5164.87,5272.78,4705.01,4896.65,4841.9,4784.18,640.0,520.0,371.08,0.7136153846153847,6047.2,4257.61,0.7040630374388146,-2.32875,24.413408,242.16888,100.0,0.0,-4.67875,16.23023,262.17065,100.0,0.0,-2.72875,10.330362,312.66656,51.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,33.97
2025-01-03 02:00:00,2.0,3.0,4.0,1.0,0.0,0.0,33.97,27.38,5087.66,5164.87,4634.98,4831.99,4896.65,4686.69,640.0,520.0,347.32,0.667923076923077,6047.2,4021.07,0.6649474136790581,-1.5037498,25.494505,235.71133,89.5,0.0,-2.32875,24.413408,242.16888,100.0,0.0,-4.25375,13.492218,314.4416,1.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,33.34
2025-01-03 03:00:00,3.0,3.0,4.0,1.0,0.0,0.0,33.34,29.36,5042.48,5087.66,4636.93,4856.51,4831.99,4617.33,640.0,520.0,322.4,0.62,6047.2,3813.16,0.6305662124619659,-1.0787499,20.587994,275.10046,15.5,0.0,-1.5037498,25.494505,235.71133,89.5,0.0,-4.95375,13.82877,318.03436,0.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,32.64
2025-01-03 04:00:00,4.0,3.0,4.0,1.0,0.0,0.0,32.64,31.98,5125.05,5042.48,4710.89,4945.66,4856.51,4777.39,640.0,520.0,332.65,0.6397115384615384,6047.2,3960.3,0.6548981346738987,-1.0037501,23.330158,302.61658,5.0,0.0,-1.0787499,20.587994,275.10046,15.5,0.0,-5.30375,14.232981,314.71692,0.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,33.13
2025-01-03 05:00:00,5.0,3.0,4.0,1.0,0.0,0.0,33.13,37.82,5390.93,5125.05,5099.89,5167.43,4945.66,5144.55,640.0,520.0,302.3,0.5813461538461538,6047.2,4136.7,0.6840686598756449,-2.55375,21.306114,319.43085,21.5,0.0,-1.0037501,23.330158,302.61658,5.0,0.0,-5.50375,13.687158,309.92584,0.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,39.49
2025-01-03 06:00:00,6.0,3.0,4.0,1.0,0.0,0.0,39.49,88.61,5786.6,5390.93,5513.83,5479.03,5167.43,5524.36,640.0,520.0,372.08,0.7155384615384615,6047.2,4248.4800000000005,0.7025532477840986,-3.0037498,24.515442,321.1659,6.5,0.0,-2.55375,21.306114,319.43085,21.5,0.0,-5.5787497,13.578141,299.90036,0.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,50.9
2025-01-03 07:00:00,7.0,3.0,4.0,1.0,0.0,0.0,50.9,115.95,5918.96,5786.6,5828.93,5576.91,5479.03,5641.34,640.0,520.0,444.02,0.8538846153846154,6047.2,4432.26,0.7329441725095913,-3.87875,22.161665,318.72314,0.0,0.0,-3.0037498,24.515442,321.1659,6.5,0.0,-5.00375,13.755661,293.6408,0.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,78.38
2025-01-03 08:00:00,8.0,3.0,4.0,1.0,0.0,0.0,78.38,119.84,5923.36,5918.96,5835.93,5644.52,5576.91,5657.95,640.0,520.0,440.81,0.8477115384615385,6047.2,4542.33,0.75114598491864,-4.87875,20.057972,313.95502,0.0,0.0,-3.87875,22.161665,318.72314,0.0,0.0,-4.57875,14.667114,294.8071,2.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,72.68
