date,hour,day_x,weekday_x,month_x,weekend_x,season_x,EP_lag_1,EP_lag_24,DAHTL_TotalLoadValue,DAHTL_lag_1h,DAHTL_lag_24h,ATL_TotalLoadValue,ATL_lag_1h,ATL_lag_24h,Hydro_Water_Reservoir_Capacity,Hydro_Water_Reservoir_Output,Hydro_Water_Reservoir_Utilization,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-01 00:00:00,0,1,2,1,0,0,0.0,0.0,1431.0,0.0,0.0,1338.0,0.0,0.0,3588.0,799.35,0.2227842809364548,-13.93625,7.259392,241.05135,0.0,0.0,-13.11125,7.75647,254.70673,0.0,0.0,-5.36125,17.751995,289.10712,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97
2025-01-01 01:00:00,1,1,2,1,0,0,3.97,0.0,1438.0,1431.0,0.0,1118.0,1338.0,0.0,3588.0,723.51,0.2016471571906354,-14.98625,7.0535583,236.32428,0.5,0.0,-13.93625,7.259392,241.05135,0.0,0.0,-5.66125,17.555305,291.8014,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2025-01-01 02:00:00,2,1,2,1,0,0,3.82,0.0,1434.0,1438.0,0.0,1072.0,1118.0,0.0,3588.0,717.78,0.2000501672240802,-17.236252,6.345499,249.38658,100.0,0.0,-14.98625,7.0535583,236.32428,0.5,0.0,-5.98625,17.92724,297.16064,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49
2025-01-01 03:00:00,3,1,2,1,0,0,3.49,0.0,1444.0,1434.0,0.0,1330.0,1072.0,0.0,3588.0,681.01,0.1898021181716833,-16.48625,4.840274,252.06146,100.0,0.0,-17.236252,6.345499,249.38658,100.0,0.0,-6.11125,16.729269,297.68768,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46
2025-01-01 04:00:00,4,1,2,1,0,0,3.46,0.0,1437.0,1444.0,0.0,1357.0,1330.0,0.0,3588.0,739.22,0.206025641025641,-16.01125,5.208727,260.295,63.5,0.0,-16.48625,4.840274,252.06146,100.0,0.0,-6.48625,16.035622,294.42914,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89
2025-01-01 05:00:00,5,1,2,1,0,0,3.89,0.0,1457.0,1437.0,0.0,1213.0,1357.0,0.0,3588.0,737.77,0.2056215161649944,-15.8862505,3.987227,297.70035,67.5,0.0,-15.8862505,3.987227,297.70035,67.5,0.0,-8.21125,13.252124,280.81854,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54
2025-01-01 06:00:00,6,1,2,1,0,0,3.54,0.0,1489.0,1457.0,0.0,1263.0,1213.0,0.0,3588.0,754.25,0.2102146042363433,-16.536251,4.9118013,301.12253,68.0,0.0,-15.8862505,3.987227,297.70035,67.5,0.0,-8.56125,13.142842,279.27365,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83
2025-01-01 07:00:00,7,1,2,1,0,0,3.83,0.0,1528.0,1489.0,0.0,1227.0,1263.0,0.0,3588.0,1170.71,0.3262848383500557,-17.06125,5.5091467,293.86322,58.0,0.0,-16.536251,4.9118013,301.12253,68.0,0.0,-10.01125,12.05243,271.8896,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67
2025-01-01 08:00:00,8,1,2,1,0,0,4.67,0.0,1546.0,1528.0,0.0,1257.0,1227.0,0.0,3588.0,1319.15,0.3676560758082497,-17.46125,5.6724977,306.28506,76.5,0.0,-17.06125,5.5091467,293.86322,58.0,0.0,-10.78625,12.555546,268.30914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15
2025-01-01 09:00:00,9,1,2,1,0,0,5.15,0.0,1562.0,1546.0,0.0,1354.0,1257.0,0.0,3588.0,1630.9,0.4545429208472687,-17.611252,5.519395,312.78058,76.5,0.0,-17.46125,5.6724977,306.28506,76.5,0.0,-11.21125,11.716993,258.5332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04
