date,hour,day_x,weekday_x,month_x,weekend_x,season_x,EP_lag_1,EP_lag_24,DAHTL_TotalLoadValue,DAHTL_lag_1h,DAHTL_lag_24h,ATL_TotalLoadValue,ATL_lag_1h,ATL_lag_24h,ftc_AT,ftc_DE_LU,ftc_FR,ftc_IT-NORTH,Hydro_Water_Reservoir_Capacity,Hydro_Water_Reservoir_Output,Hydro_Water_Reservoir_Utilization,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-01 13:00:00,13,1,2,1,0,0,68.38,0.0,7928.49,7379.06,0.0,7880.72,8051.97,0.0,1200.0,4000.0,1300.0,2009.0,340.0,52.2,0.1535294117647059,8.711667,5.187387,221.05147,13.333333,342.33334,7.595,4.205013,236.61555,33.0,314.0,0.41166672,2.8148334,153.12123,1.3333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.05
2025-01-01 14:00:00,14,1,2,1,0,0,65.05,0.0,7741.21,7928.49,0.0,7748.23,7880.72,0.0,1200.0,4000.0,1300.0,2014.0,340.0,59.1,0.1738235294117647,8.645,5.1323104,221.9423,0.0,317.0,8.711667,5.187387,221.05147,13.333333,342.33334,-0.40499997,3.2498124,152.79286,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71
2025-01-01 15:00:00,15,1,2,1,0,0,82.71,0.0,6512.63,7741.21,0.0,7784.73,7748.23,0.0,1200.0,4000.0,1300.0,2014.0,340.0,83.8,0.2464705882352941,8.178333,4.922561,209.12935,0.0,246.0,8.645,5.1323104,221.9423,0.0,317.0,-0.28833327,3.5342,143.47188,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.1
2025-01-01 16:00:00,16,1,2,1,0,0,104.1,0.0,8397.18,6512.63,0.0,7465.42,7784.73,0.0,1200.0,4000.0,1300.0,2014.0,340.0,73.0,0.2147058823529411,5.795,4.6363673,209.24376,0.6666667,138.0,8.178333,4.922561,209.12935,0.0,246.0,-0.27166662,3.8322237,147.12961,30.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.3
2025-01-01 17:00:00,17,1,2,1,0,0,107.3,0.0,8656.4,8397.18,0.0,7877.68,7465.42,0.0,1200.0,4000.0,1300.0,2012.0,340.0,85.7,0.2520588235294118,3.3950002,4.218225,203.4259,2.3333333,27.666666,3.3950002,4.218225,203.4259,2.3333333,27.666666,-0.35499993,3.0705726,156.2205,31.333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.2
2025-01-01 18:00:00,18,1,2,1,0,0,108.2,0.0,7703.53,8656.4,0.0,7849.79,7877.68,0.0,1200.0,4000.0,1300.0,2012.0,340.0,104.3,0.3067647058823529,3.1116667,4.3786182,187.36787,6.6666665,0.0,3.3950002,4.218225,203.4259,2.3333333,27.666666,-0.12166659,3.4943364,147.09555,23.333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.18
2025-01-01 19:00:00,19,1,2,1,0,0,106.18,0.0,7563.17,7703.53,0.0,7746.32,7849.79,0.0,1200.0,4000.0,1300.0,2012.0,340.0,112.9,0.3320588235294118,3.2616665,4.5974813,168.97748,57.666668,0.0,3.1116667,4.3786182,187.36787,6.6666665,0.0,-0.13833332,3.3610103,152.25537,2.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.83
2025-01-01 20:00:00,20,1,2,1,0,0,102.83,0.0,7974.08,7563.17,0.0,8056.81,7746.32,0.0,1200.0,4000.0,1300.0,2009.0,340.0,69.2,0.2035294117647059,3.0116665,4.970258,166.10605,76.333336,0.0,3.2616665,4.5974813,168.97748,57.666668,0.0,-0.10500002,3.1124992,150.97853,12.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.33
2025-01-01 21:00:00,21,1,2,1,0,0,102.33,0.0,7298.96,7974.08,0.0,7949.28,8056.81,0.0,1200.0,4000.0,1300.0,2009.0,340.0,40.8,0.12,2.795,5.3556232,161.35254,74.0,0.0,3.0116665,4.970258,166.10605,76.333336,0.0,0.8116667,3.4944403,151.11778,2.6666667,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.56
2025-01-01 22:00:00,22,1,2,1,0,0,103.56,0.0,8187.76,7298.96,0.0,7900.79,7949.28,0.0,1200.0,4000.0,1300.0,2009.0,340.0,43.5,0.1279411764705882,2.345,5.5061398,159.5708,66.0,0.0,2.345,5.5061398,159.5708,66.0,0.0,3.3950002,4.2548866,156.37094,0.6666667,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.74
2025-01-01 23:00:00,23,1,2,1,0,0,102.74,0.0,8134.02,8187.76,0.0,7731.8,7900.79,0.0,1200.0,4000.0,1300.0,2513.0,340.0,45.9,0.135,2.4116666,5.63693,160.69261,80.666664,0.0,2.345,5.5061398,159.5708,66.0,0.0,5.661667,4.015112,255.44415,23.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.93
2025-01-02 00:00:00,0,2,3,1,0,0,108.93,98.2,8117.52,8134.02,7646.38,6872.41,7731.8,7534.46,1200.0,4000.0,1300.0,2513.0,340.0,64.1,0.1885294117647058,2.4783332,6.341099,152.8775,82.666664,0.0,2.4116666,5.63693,160.69261,80.666664,0.0,5.661667,4.015112,255.44415,23.0,241.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,109.49
2025-01-02 01:00:00,1,2,3,1,0,0,109.49,72.6,7385.4,8117.52,7878.88,7133.97,6872.41,8067.28,1200.0,4000.0,1300.0,2513.0,340.0,47.8,0.1405882352941176,2.6116667,7.3580575,153.97957,88.0,0.0,2.4783332,6.341099,152.8775,82.666664,0.0,7.595,4.205013,236.61555,33.0,314.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,107.7
2025-01-02 02:00:00,2,2,3,1,0,0,107.7,67.85,8083.24,7385.4,7802.78,7106.54,7133.97,8011.14,1200.0,4000.0,1300.0,2513.0,340.0,29.0,0.0852941176470588,2.295,7.3405366,151.0002,96.666664,0.0,2.6116667,7.3580575,153.97957,88.0,0.0,7.595,4.205013,236.61555,33.0,314.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,107.0
2025-01-02 03:00:00,3,2,3,1,0,0,107.0,62.87,7815.02,8083.24,8002.13,7260.11,7106.54,7870.29,1200.0,4000.0,1300.0,2513.0,340.0,37.2,0.1094117647058823,2.4116666,7.5391717,157.51924,95.0,0.0,2.295,7.3405366,151.0002,96.666664,0.0,8.711667,5.187387,221.05147,13.333333,342.33334,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,106.3
2025-01-02 04:00:00,4,2,3,1,0,0,106.3,58.99,8097.85,7815.02,8031.01,7199.47,7260.11,7742.87,1200.0,4000.0,1300.0,2513.0,340.0,30.3,0.0891176470588235,2.3616667,7.6567674,155.8353,99.333336,0.0,2.4116666,7.5391717,157.51924,95.0,0.0,8.711667,5.187387,221.05147,13.333333,342.33334,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,106.82
2025-01-02 05:00:00,5,2,3,1,0,0,106.82,68.57,7946.98,8097.85,7931.58,7271.19,7199.47,7711.13,1200.0,4000.0,1300.0,2513.0,340.0,73.4,0.2158823529411765,2.7783334,7.928908,158.83736,99.666664,0.0,2.3616667,7.6567674,155.8353,99.333336,0.0,8.645,5.1323104,221.9423,0.0,317.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,110.95
2025-01-02 06:00:00,6,2,3,1,0,0,110.95,74.03,8156.53,7946.98,8079.83,7081.79,7271.19,7794.1,1200.0,4000.0,1300.0,2513.0,340.0,63.3,0.1861764705882352,3.095,7.680429,162.57936,100.0,0.0,2.7783334,7.928908,158.83736,99.666664,0.0,8.645,5.1323104,221.9423,0.0,317.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,125.37
2025-01-02 07:00:00,7,2,3,1,0,0,125.37,76.55,7983.3,8156.53,7848.63,6481.3,7081.79,7631.09,1200.0,4000.0,1300.0,2742.0,340.0,60.3,0.1773529411764705,3.1449997,7.521319,168.91724,99.333336,0.0,3.095,7.680429,162.57936,100.0,0.0,8.178333,4.922561,209.12935,0.0,246.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,132.08
2025-01-02 08:00:00,8,2,3,1,0,0,132.08,88.1,7609.59,7983.3,8023.62,6724.21,6481.3,7692.44,1200.0,4000.0,1300.0,2677.0,340.0,80.8,0.2376470588235294,3.195,7.301926,154.1429,99.666664,0.0,3.1449997,7.521319,168.91724,99.333336,0.0,8.178333,4.922561,209.12935,0.0,246.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,133.4
2025-01-02 09:00:00,9,2,3,1,0,0,133.4,85.73,7867.25,7609.59,8145.14,6902.29,6724.21,7723.3,1200.0,4000.0,1300.0,2677.0,340.0,91.4,0.2688235294117647,3.7616665,8.767634,169.1876,100.0,11.333333,3.195,7.301926,154.1429,99.666664,0.0,5.795,4.6363673,209.24376,0.6666667,138.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,130.97
2025-01-02 10:00:00,10,2,3,1,0,0,130.97,75.8,7872.04,7867.25,6878.01,7001.24,6902.29,8042.93,1200.0,4000.0,1300.0,2677.0,340.0,80.0,0.2352941176470588,4.978333,9.706613,159.34285,99.666664,65.666664,3.7616665,8.767634,169.1876,100.0,11.333333,5.795,4.6363673,209.24376,0.6666667,138.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,127.45
2025-01-02 11:00:00,11,2,3,1,0,0,127.45,70.74,7727.23,7872.04,7573.97,7053.88,7001.24,7841.24,1200.0,4000.0,1300.0,2836.0,340.0,87.4,0.2570588235294118,6.261667,9.939299,162.67545,99.0,124.333336,4.978333,9.706613,159.34285,99.666664,65.666664,3.3950002,4.218225,203.4259,2.3333333,27.666666,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,124.81
2025-01-02 12:00:00,12,2,3,1,0,0,124.81,68.38,7256.61,7727.23,7379.06,7210.16,7053.88,8051.97,1200.0,4000.0,1300.0,2820.0,340.0,98.4,0.2894117647058823,7.2116666,8.82441,177.05664,100.0,163.33333,6.261667,9.939299,162.67545,99.0,124.333336,3.3950002,4.218225,203.4259,2.3333333,27.666666,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,126.35
2025-01-02 13:00:00,13,2,3,1,0,0,126.35,65.05,7015.08,7256.61,7928.49,7361.86,7210.16,7880.72,1200.0,4000.0,1300.0,2788.0,340.0,75.1,0.2208823529411764,7.261667,8.506846,189.92621,100.0,128.33333,7.2116666,8.82441,177.05664,100.0,163.33333,3.1116667,4.3786182,187.36787,6.6666665,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,128.95
2025-01-02 14:00:00,14,2,3,1,0,0,128.95,82.71,7377.54,7015.08,7741.21,7230.93,7361.86,7748.23,1200.0,4000.0,1300.0,2536.0,340.0,43.1,0.1267647058823529,8.328334,13.31166,189.19554,100.0,88.0,7.261667,8.506846,189.92621,100.0,128.33333,3.1116667,4.3786182,187.36787,6.6666665,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,134.59
2025-01-02 15:00:00,15,2,3,1,0,0,134.59,104.1,7528.62,7377.54,6512.63,7179.37,7230.93,7784.73,1200.0,4000.0,1300.0,2536.0,340.0,41.6,0.1223529411764706,8.095,13.580447,180.6889,100.0,61.333332,8.328334,13.31166,189.19554,100.0,88.0,3.2616665,4.5974813,168.97748,57.666668,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,138.13
2025-01-02 16:00:00,16,2,3,1,0,0,138.13,107.3,8211.88,7528.62,8397.18,7515.67,7179.37,7465.42,1200.0,4000.0,1300.0,2536.0,340.0,90.1,0.2649999999999999,7.411667,15.08667,197.33882,100.0,24.0,8.095,13.580447,180.6889,100.0,61.333332,3.2616665,4.5974813,168.97748,57.666668,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,143.59
2025-01-02 17:00:00,17,2,3,1,0,0,143.59,108.2,8110.72,8211.88,8656.4,7802.39,7515.67,7877.68,1200.0,4000.0,1300.0,2677.0,340.0,119.5,0.3514705882352941,6.145,16.81028,199.14313,100.0,5.0,7.411667,15.08667,197.33882,100.0,24.0,3.0116665,4.970258,166.10605,76.333336,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,144.57
2025-01-02 18:00:00,18,2,3,1,0,0,144.57,106.18,8363.95,8110.72,7703.53,7876.57,7802.39,7849.79,1200.0,4000.0,1300.0,2677.0,340.0,58.5,0.1720588235294117,5.778333,16.147833,199.38312,100.0,0.0,6.145,16.81028,199.14313,100.0,5.0,3.0116665,4.970258,166.10605,76.333336,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,141.12
2025-01-02 19:00:00,19,2,3,1,0,0,141.12,102.83,7920.26,8363.95,7563.17,7642.47,7876.57,7746.32,1200.0,4000.0,1300.0,2677.0,340.0,48.0,0.1411764705882353,5.3783336,13.64648,191.87877,100.0,0.0,5.778333,16.147833,199.38312,100.0,0.0,2.795,5.3556232,161.35254,74.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,135.32
2025-01-02 20:00:00,20,2,3,1,0,0,135.32,102.33,8853.22,7920.26,7974.08,7369.3,7642.47,8056.81,1200.0,4000.0,1300.0,2677.0,340.0,77.2,0.2270588235294117,4.9283333,10.279403,189.7834,100.0,0.0,5.3783336,13.64648,191.87877,100.0,0.0,2.795,5.3556232,161.35254,74.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,125.73
2025-01-02 21:00:00,21,2,3,1,0,0,125.73,103.56,7590.53,8853.22,7298.96,7144.39,7369.3,7949.28,1200.0,4000.0,1300.0,2677.0,340.0,60.2,0.1770588235294117,4.395,8.277275,190.9065,100.0,0.0,4.9283333,10.279403,189.7834,100.0,0.0,2.345,5.5061398,159.5708,66.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,125.85
2025-01-02 22:00:00,22,2,3,1,0,0,125.85,102.74,7519.47,7590.53,8187.76,7123.45,7144.39,7900.79,1200.0,4000.0,1300.0,2677.0,340.0,59.0,0.1735294117647058,3.945,6.118416,195.07164,100.0,0.0,4.395,8.277275,190.9065,100.0,0.0,2.345,5.5061398,159.5708,66.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,115.99
2025-01-02 23:00:00,23,2,3,1,0,0,115.99,108.93,7317.7,7519.47,8134.02,7010.39,7123.45,7731.8,1200.0,4000.0,1300.0,2454.0,340.0,45.2,0.1329411764705882,3.6783333,5.333572,193.60094,100.0,0.0,3.945,6.118416,195.07164,100.0,0.0,2.4116666,5.63693,160.69261,80.666664,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,108.58
2025-01-03 00:00:00,0,3,4,1,0,0,108.58,109.49,7696.17,7317.7,8117.52,7348.15,7010.39,6872.41,1200.0,4000.0,1300.0,2454.0,340.0,44.8,0.1317647058823529,3.4116669,4.1089907,185.67027,100.0,0.0,3.6783333,5.333572,193.60094,100.0,0.0,2.4783332,6.341099,152.8775,82.666664,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,107.16
2025-01-03 01:00:00,1,3,4,1,0,0,107.16,107.7,7534.64,7696.17,7385.4,7734.86,7348.15,7133.97,1200.0,4000.0,1300.0,2454.0,340.0,40.3,0.1185294117647058,3.1616669,3.9534302,185.74406,100.0,0.0,3.4116669,4.1089907,185.67027,100.0,0.0,2.6116667,7.3580575,153.97957,88.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,106.82
2025-01-03 02:00:00,2,3,4,1,0,0,106.82,107.0,7327.05,7534.64,8083.24,7896.6,7734.86,7106.54,1200.0,4000.0,1300.0,2459.0,340.0,40.0,0.1176470588235294,3.1616669,4.0147033,187.44084,100.0,0.0,3.1616669,3.9534302,185.74406,100.0,0.0,2.295,7.3405366,151.0002,96.666664,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,104.43
2025-01-03 03:00:00,3,3,4,1,0,0,104.43,106.3,7403.48,7327.05,7815.02,7790.56,7896.6,7260.11,1200.0,4000.0,1300.0,2459.0,340.0,56.1,0.165,3.095,2.9582355,190.65047,68.0,0.0,3.1616669,4.0147033,187.44084,100.0,0.0,2.4116666,7.5391717,157.51924,95.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,105.74
2025-01-03 04:00:00,4,3,4,1,0,0,105.74,106.82,7526.05,7403.48,8097.85,7684.27,7790.56,7199.47,1200.0,4000.0,1300.0,2459.0,340.0,42.5,0.125,2.8616667,2.0955045,220.14014,80.0,0.0,3.095,2.9582355,190.65047,68.0,0.0,2.3616667,7.6567674,155.8353,99.333336,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,110.43
2025-01-03 05:00:00,5,3,4,1,0,0,110.43,110.95,7695.04,7526.05,7946.98,7550.67,7684.27,7271.19,1200.0,4000.0,1300.0,2459.0,340.0,41.7,0.1226470588235294,2.5783334,3.0724323,111.182655,84.0,0.0,2.8616667,2.0955045,220.14014,80.0,0.0,2.7783334,7.928908,158.83736,99.666664,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,118.32
2025-01-03 06:00:00,6,3,4,1,0,0,118.32,125.37,8154.01,7695.04,8156.53,7024.35,7550.67,7081.79,1200.0,4000.0,1300.0,2457.0,340.0,70.2,0.2064705882352941,2.2450001,3.518243,216.49713,68.666664,0.0,2.5783334,3.0724323,111.182655,84.0,0.0,3.095,7.680429,162.57936,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,127.4
2025-01-03 07:00:00,7,3,4,1,0,0,127.4,132.08,8406.15,8154.01,7983.3,7291.79,7024.35,6481.3,1200.0,4000.0,1300.0,2700.0,340.0,100.8,0.2964705882352941,2.2116668,5.249041,197.2284,69.666664,0.0,2.2450001,3.518243,216.49713,68.666664,0.0,3.1449997,7.521319,168.91724,99.333336,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,135.08
2025-01-03 08:00:00,8,3,4,1,0,0,135.08,133.4,8074.21,8406.15,7609.59,7747.23,7291.79,6724.21,1200.0,4000.0,1300.0,2677.0,340.0,101.2,0.2976470588235294,2.3616667,5.937784,181.52568,67.666664,0.0,2.2116668,5.249041,197.2284,69.666664,0.0,3.195,7.301926,154.1429,99.666664,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,134.13
2025-01-03 09:00:00,9,3,4,1,0,0,134.13,130.97,8526.26,8074.21,7867.25,7936.17,7747.23,6902.29,1200.0,4000.0,1300.0,2677.0,340.0,57.4,0.1688235294117647,2.1283333,5.8537865,193.1238,62.666668,17.0,2.3616667,5.937784,181.52568,67.666664,0.0,3.7616665,8.767634,169.1876,100.0,11.333333,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,131.0
2025-01-03 10:00:00,10,3,4,1,0,0,131.0,127.45,8264.01,8526.26,7872.04,7940.04,7936.17,7001.24,1200.0,4000.0,1300.0,2677.0,340.0,57.0,0.1676470588235294,2.6783333,5.723049,184.45177,51.666668,101.333336,2.1283333,5.8537865,193.1238,62.666668,17.0,4.978333,9.706613,159.34285,99.666664,65.666664,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,126.31
2025-01-03 11:00:00,11,3,4,1,0,0,126.31,124.81,7911.23,8264.01,7727.23,7751.73,7940.04,7053.88,1200.0,4000.0,1300.0,2606.0,340.0,44.0,0.1294117647058823,3.6283333,5.1101456,154.60648,65.666664,183.33333,2.6783333,5.723049,184.45177,51.666668,101.333336,6.261667,9.939299,162.67545,99.0,124.333336,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,121.69
2025-01-03 12:00:00,12,3,4,1,0,0,121.69,126.35,8427.94,7911.23,7256.61,7928.12,7751.73,7210.16,1200.0,4000.0,1300.0,2604.0,340.0,32.4,0.0952941176470588,4.3283334,6.685511,115.743805,55.0,239.0,3.6283333,5.1101456,154.60648,65.666664,183.33333,7.2116666,8.82441,177.05664,100.0,163.33333,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,120.04
