zone,date,hour,day,weekday,month,weekend,season,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation
AT,2022-12-01,0,1,3,12,0,0,2.1645,8.049845,333.43503,100.0,0.0
AT,2022-12-01,1,1,3,12,0,0,1.9145,9.19939,329.42084,100.0,0.0
AT,2022-12-01,2,1,3,12,0,0,2.2145,10.30883,335.22488,100.0,0.0
AT,2022-12-01,3,1,3,12,0,0,1.9645,10.787993,334.2901,100.0,0.0
AT,2022-12-01,4,1,3,12,0,0,1.6145,10.966713,336.8014,100.0,0.0
AT,2022-12-01,5,1,3,12,0,0,1.2644999,8.699793,335.55606,100.0,0.0
AT,2022-12-01,6,1,3,12,0,0,0.4145,6.696387,323.74606,100.0,0.0
AT,2022-12-01,7,1,3,12,0,0,0.3145,8.404285,316.73566,100.0,0.0
AT,2022-12-01,8,1,3,12,0,0,0.7645,9.0,306.86996,100.0,3.0
AT,2022-12-01,9,1,3,12,0,0,1.2644999,10.1887,327.99466,100.0,29.0
AT,2022-12-01,10,1,3,12,0,0,1.8645,8.854829,333.43503,100.0,73.0
AT,2022-12-01,11,1,3,12,0,0,2.6145,7.7043357,322.59457,100.0,142.0
AT,2022-12-01,12,1,3,12,0,0,3.0145,7.2,323.13,100.0,118.0
AT,2022-12-01,13,1,3,12,0,0,3.3144999,7.8625183,344.05453,100.0,64.0
AT,2022-12-01,14,1,3,12,0,0,3.4645,8.473393,347.73523,100.0,79.0
AT,2022-12-01,15,1,3,12,0,0,3.5644999,9.114471,350.9098,100.0,40.0
AT,2022-12-01,16,1,3,12,0,0,2.9145,6.28713,346.75946,100.0,18.0
AT,2022-12-01,17,1,3,12,0,0,1.9645,6.28713,336.3706,26.0,0.0
AT,2022-12-01,18,1,3,12,0,0,1.2644999,6.9527545,338.74942,36.0,0.0
AT,2022-12-01,19,1,3,12,0,0,0.21450001,7.628263,340.70987,74.0,0.0
AT,2022-12-01,20,1,3,12,0,0,-0.3355,8.707237,330.25522,100.0,0.0
AT,2022-12-01,21,1,3,12,0,0,-0.7355,8.78872,325.0079,100.0,0.0
AT,2022-12-01,22,1,3,12,0,0,-0.68549997,10.009036,322.3057,75.0,0.0
AT,2022-12-01,23,1,3,12,0,0,-0.7855,9.422101,316.5481,99.0,0.0
AT,2022-12-02,0,2,4,12,1,0,-0.68549997,9.686609,318.01288,100.0,0.0
AT,2022-12-02,1,2,4,12,1,0,0.014500007,10.00256,329.74365,100.0,0.0
AT,2022-12-02,2,2,4,12,1,0,-0.03549999,9.983106,334.35904,100.0,0.0
AT,2022-12-02,3,2,4,12,1,0,-0.13549998,8.854829,333.43503,100.0,0.0
AT,2022-12-02,4,2,4,12,1,0,-0.2855,7.289445,327.09476,100.0,0.0
AT,2022-12-02,5,2,4,12,1,0,-0.3855,6.3690495,317.29062,100.0,0.0
AT,2022-12-02,6,2,4,12,1,0,-0.2855,5.8048253,330.25522,100.0,0.0
AT,2022-12-02,7,2,4,12,1,0,-0.2855,5.4833565,336.8014,100.0,0.0
AT,2022-12-02,8,2,4,12,1,0,-0.13549998,5.04,360.0,100.0,5.0
AT,2022-12-02,9,2,4,12,1,0,0.21450001,4.6800003,22.61991,100.0,51.0
