zone,date,hour,day,weekday,month,weekend,season,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation
AT,2021-04-01,1,1,3,4,0,1,10.8645,5.4119864,266.186,44.0,0.0
AT,2021-04-01,2,1,3,4,0,1,10.514501,6.6185193,292.3802,59.0,0.0
AT,2021-04-01,3,1,3,4,0,1,10.814501,8.891344,291.3707,34.0,0.0
AT,2021-04-01,4,1,3,4,0,1,12.1145,10.787993,295.7099,61.0,0.0
AT,2021-04-01,5,1,3,4,0,1,11.8645,8.891343,301.75943,75.0,0.0
AT,2021-04-01,6,1,3,4,0,1,10.3645,13.708391,293.1986,81.0,0.0
AT,2021-04-01,7,1,3,4,0,1,10.9145,12.371645,278.36578,85.0,5.0
AT,2021-04-01,8,1,3,4,0,1,15.014501,8.12197,282.80426,87.0,91.0
AT,2021-04-01,9,1,3,4,0,1,17.8145,10.931203,287.24155,91.0,229.0
AT,2021-04-01,10,1,3,4,0,1,19.914501,15.542662,283.39252,85.0,368.0
AT,2021-04-01,11,1,3,4,0,1,21.414501,19.829433,285.80258,79.0,494.0
AT,2021-04-01,12,1,3,4,0,1,22.664501,20.150354,288.75873,44.0,614.0
AT,2021-04-01,13,1,3,4,0,1,23.4645,18.720001,292.6199,59.0,700.0
AT,2021-04-01,14,1,3,4,0,1,23.914501,21.218632,284.74362,42.0,713.0
AT,2021-04-01,15,1,3,4,0,1,24.2145,20.431387,284.28113,52.0,668.0
AT,2021-04-01,16,1,3,4,0,1,24.0645,20.674158,277.00116,15.0,560.0
AT,2021-04-01,17,1,3,4,0,1,23.414501,21.542923,279.61966,7.0,421.0
AT,2021-04-01,18,1,3,4,0,1,22.2645,20.192118,281.3099,24.0,245.0
AT,2021-04-01,19,1,3,4,0,1,20.164501,14.264361,280.17545,41.0,72.0
AT,2021-04-01,20,1,3,4,0,1,18.1145,14.84318,292.83368,61.0,3.0
AT,2021-04-01,21,1,3,4,0,1,17.164501,14.386494,301.7014,96.0,0.0
AT,2021-04-01,22,1,3,4,0,1,16.4645,12.261157,310.2363,81.0,0.0
AT,2021-04-01,23,1,3,4,0,1,15.314501,10.587918,305.31128,44.0,0.0
AT,2021-04-02,0,2,4,4,1,1,13.9645,9.6932955,285.06854,29.0,0.0
AT,2021-04-02,1,2,4,4,1,1,13.3645,11.183201,273.6913,69.0,0.0
AT,2021-04-02,2,2,4,4,1,1,13.764501,11.304229,307.23492,65.0,0.0
AT,2021-04-02,3,2,4,4,1,1,14.014501,11.770403,293.4287,74.0,0.0
AT,2021-04-02,4,2,4,4,1,1,13.264501,18.775303,302.47116,58.0,0.0
AT,2021-04-02,5,2,4,4,1,1,12.564501,19.914215,319.39877,74.0,0.0
AT,2021-04-02,6,2,4,4,1,1,11.6145,19.85556,315.0001,66.0,0.0
AT,2021-04-02,7,2,4,4,1,1,10.9145,18.864824,318.09415,90.0,4.0
AT,2021-04-02,8,2,4,4,1,1,10.9645,18.844202,316.5481,100.0,35.0
AT,2021-04-02,9,2,4,4,1,1,10.7145,18.837324,315.0001,91.0,54.0
AT,2021-04-02,10,2,4,4,1,1,10.9645,19.8,323.13,99.0,68.0
AT,2021-04-02,11,2,4,4,1,1,11.6145,17.208603,322.65057,99.0,90.0
