zone,date,hour,day,weekday,month,weekend,season,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation
AT,2023-03-01,0,1,2,3,0,1,-2.2855,5.6920996,341.56494,7.0,0.0
AT,2023-03-01,1,1,2,3,0,1,-2.3855,6.924738,351.02744,0.0,0.0
AT,2023-03-01,2,1,2,3,0,1,-2.8855,6.489992,340.55988,53.0,0.0
AT,2023-03-01,3,1,2,3,0,1,-2.3855,4.510787,331.38962,73.0,0.0
AT,2023-03-01,4,1,2,3,0,1,-1.7355001,5.315336,331.69934,96.0,0.0
AT,2023-03-01,5,1,2,3,0,1,-1.5855,6.6185193,337.6198,99.0,0.0
AT,2023-03-01,6,1,2,3,0,1,-1.3355,6.9247384,332.1028,98.0,0.0
AT,2023-03-01,7,1,2,3,0,1,-0.83549994,6.1094027,315.0001,100.0,2.0
AT,2023-03-01,8,1,2,3,0,1,0.064500004,4.3498964,335.55606,100.0,35.0
AT,2023-03-01,9,1,2,3,0,1,0.9645,2.968636,345.9637,100.0,94.0
AT,2023-03-01,10,1,2,3,0,1,2.2645,1.0182338,44.999897,98.0,184.0
AT,2023-03-01,11,1,2,3,0,1,3.5644999,3.2599385,83.659904,100.0,268.0
AT,2023-03-01,12,1,2,3,0,1,4.0145,4.6938252,94.39862,100.0,208.0
AT,2023-03-01,13,1,2,3,0,1,5.7645,5.4119864,93.814,100.0,194.0
AT,2023-03-01,14,1,2,3,0,1,6.6145,4.802999,102.99462,96.0,436.0
AT,2023-03-01,15,1,2,3,0,1,6.6644998,6.151683,69.44387,100.0,247.0
AT,2023-03-01,16,1,2,3,0,1,6.5145,6.12,61.92762,100.0,103.0
AT,2023-03-01,17,1,2,3,0,1,6.2145,2.9024127,60.255207,100.0,35.0
AT,2023-03-01,18,1,2,3,0,1,5.8145,4.379589,9.462248,100.0,3.0
AT,2023-03-01,19,1,2,3,0,1,6.2645,4.1046314,344.7448,100.0,0.0
AT,2023-03-01,20,1,2,3,0,1,5.3145,6.4799995,360.0,100.0,0.0
AT,2023-03-01,21,1,2,3,0,1,5.5645,9.983106,25.640957,100.0,0.0
AT,2023-03-01,22,1,2,3,0,1,3.8144999,8.4042845,9.865748,62.0,0.0
AT,2023-03-01,23,1,2,3,0,1,1.4645,6.28713,336.3706,97.0,0.0
AT,2023-03-02,0,2,3,3,0,1,2.2145,6.9527545,338.74942,100.0,0.0
AT,2023-03-02,1,2,3,3,0,1,3.3144999,7.342588,348.6901,100.0,0.0
AT,2023-03-02,2,2,3,3,0,1,2.2145,6.725354,344.47583,31.0,0.0
AT,2023-03-02,3,2,3,3,0,1,0.4145,6.4096174,321.8427,0.0,0.0
AT,2023-03-02,4,2,3,3,0,1,-0.3855,7.42159,309.09384,8.0,0.0
AT,2023-03-02,5,2,3,3,0,1,-0.8855,8.404285,316.73566,15.0,0.0
AT,2023-03-02,6,2,3,3,0,1,-1.2855,7.386582,316.9749,21.0,0.0
AT,2023-03-02,7,2,3,3,0,1,-1.4354999,8.161764,311.42358,29.0,4.0
AT,2023-03-02,8,2,3,3,0,1,0.5145,9.686609,318.01288,16.0,92.0
AT,2023-03-02,9,2,3,3,0,1,2.5145,7.5170207,343.3007,0.0,244.0
AT,2023-03-02,10,2,3,3,0,1,4.4144998,6.489992,3.179772,0.0,388.0
AT,2023-03-02,11,2,3,3,0,1,6.2645,4.198285,30.963696,0.0,496.0
AT,2023-03-02,12,2,3,3,0,1,7.7145,5.4477882,82.40546,0.0,558.0
AT,2023-03-02,13,2,3,3,0,1,9.064501,4.896529,72.89719,0.0,567.0
AT,2023-03-02,14,2,3,3,0,1,9.814501,5.0528407,94.08554,0.0,517.0
AT,2023-03-02,15,2,3,3,0,1,9.9145,6.519877,96.340096,0.0,421.0
AT,2023-03-02,16,2,3,3,0,1,9.4645,6.849467,93.012726,0.0,285.0
AT,2023-03-02,17,2,3,3,0,1,7.1644998,7.2805495,81.46932,0.0,131.0
AT,2023-03-02,18,2,3,3,0,1,6.2645,8.089993,69.14546,0.0,15.0
AT,2023-03-02,19,2,3,3,0,1,7.0645,6.725354,105.52418,0.0,0.0
AT,2023-03-02,20,2,3,3,0,1,6.3145,4.1046314,195.25517,0.0,0.0
AT,2023-03-02,21,2,3,3,0,1,5.9144998,0.71999997,270.0,6.0,0.0
AT,2023-03-02,22,2,3,3,0,1,5.7645,0.5091169,315.0001,10.0,0.0
AT,2023-03-02,23,2,3,3,0,1,5.2645,3.7585104,343.3007,2.0,0.0
AT,2023-03-03,0,3,4,3,1,1,2.2645,6.924738,8.97255,0.0,0.0
AT,2023-03-03,1,3,4,3,1,1,0.4645,8.473393,12.26477,0.0,0.0
AT,2023-03-03,2,3,4,3,1,1,0.014500007,5.154415,335.22488,6.0,0.0
