zone,date,hour,day,weekday,month,weekend,season,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation
AT,2021-06-01,1,1,1,6,0,2,11.264501,10.464797,310.81497,40.0,0.0
AT,2021-06-01,2,1,1,6,0,2,11.264501,8.4963045,323.61554,35.0,0.0
AT,2021-06-01,3,1,1,6,0,2,10.764501,9.957108,319.39877,33.0,0.0
AT,2021-06-01,4,1,1,6,0,2,9.814501,10.948973,313.66785,13.0,0.0
AT,2021-06-01,5,1,1,6,0,2,9.564501,10.703569,312.27362,47.0,0.0
AT,2021-06-01,6,1,1,6,0,2,10.1145,11.753876,310.0302,55.0,28.0
AT,2021-06-01,7,1,1,6,0,2,11.6145,11.966954,316.2188,30.0,139.0
AT,2021-06-01,8,1,1,6,0,2,13.264501,11.681987,326.3099,48.0,296.0
AT,2021-06-01,9,1,1,6,0,2,14.514501,10.703569,340.3461,39.0,410.0
AT,2021-06-01,10,1,1,6,0,2,16.1645,9.9571085,347.4712,37.0,576.0
AT,2021-06-01,11,1,1,6,0,2,17.7145,12.371645,8.365798,97.0,747.0
AT,2021-06-01,12,1,1,6,0,2,18.2145,12.661564,14.826528,87.0,651.0
AT,2021-06-01,13,1,1,6,0,2,18.8645,12.224107,13.627024,86.0,708.0
AT,2021-06-01,14,1,1,6,0,2,18.8645,13.896187,16.557161,88.0,647.0
AT,2021-06-01,15,1,1,6,0,2,19.5145,11.113451,24.904745,75.0,645.0
AT,2021-06-01,16,1,1,6,0,2,20.0145,10.495713,22.166399,64.0,568.0
AT,2021-06-01,17,1,1,6,0,2,20.1145,10.086427,34.82457,37.0,492.0
AT,2021-06-01,18,1,1,6,0,2,19.7645,11.720751,42.510403,79.0,390.0
AT,2021-06-01,19,1,1,6,0,2,18.9645,9.085988,56.3099,93.0,252.0
AT,2021-06-01,20,1,1,6,0,2,16.7645,5.7599998,90.0,94.0,107.0
AT,2021-06-01,21,1,1,6,0,2,14.6645,5.5887027,194.93147,60.0,14.0
AT,2021-06-01,22,1,1,6,0,2,13.4645,5.3999996,233.13002,5.0,0.0
AT,2021-06-01,23,1,1,6,0,2,12.3645,6.297428,239.03632,3.0,0.0
AT,2021-06-02,0,2,2,6,0,2,11.4145,5.8048253,240.2552,39.0,0.0
AT,2021-06-02,1,2,2,6,0,2,11.1145,6.989936,235.49141,79.0,0.0
AT,2021-06-02,2,2,2,6,0,2,12.1645,8.161764,228.57643,94.0,0.0
AT,2021-06-02,3,2,2,6,0,2,10.8645,8.404285,226.73567,92.0,0.0
AT,2021-06-02,4,2,2,6,0,2,10.314501,9.449572,220.36446,87.0,0.0
AT,2021-06-02,5,2,2,6,0,2,9.4645,9.511088,209.4758,59.0,0.0
AT,2021-06-02,6,2,2,6,0,2,10.7145,5.7599998,180.0,36.0,31.0
AT,2021-06-02,7,2,2,6,0,2,11.9645,6.0347,107.35411,29.0,148.0
AT,2021-06-02,8,2,2,6,0,2,13.6645,6.4096174,128.15727,28.0,309.0
AT,2021-06-02,9,2,2,6,0,2,16.414501,8.217153,118.8107,40.0,477.0
AT,2021-06-02,10,2,2,6,0,2,19.0645,11.681987,123.690094,32.0,631.0
AT,2021-06-02,11,2,2,6,0,2,20.7645,15.7908325,136.8476,0.0,761.0
AT,2021-06-02,12,2,2,6,0,2,21.5645,18.089775,137.41954,0.0,849.0
AT,2021-06-02,13,2,2,6,0,2,22.164501,18.335276,133.4089,36.0,892.0
AT,2021-06-02,14,2,2,6,0,2,22.5145,18.668005,140.4774,89.0,887.0
AT,2021-06-02,15,2,2,6,0,2,22.7645,17.208603,142.65057,84.0,832.0
AT,2021-06-02,16,2,2,6,0,2,22.664501,15.30741,131.18582,90.0,716.0
AT,2021-06-02,17,2,2,6,0,2,22.414501,15.379206,122.57404,93.0,563.0
AT,2021-06-02,18,2,2,6,0,2,21.8645,15.192682,126.32692,97.0,409.0
AT,2021-06-02,19,2,2,6,0,2,21.0145,13.755579,132.87889,96.0,229.0
AT,2021-06-02,20,2,2,6,0,2,19.164501,9.220499,141.34016,79.0,92.0
AT,2021-06-02,21,2,2,6,0,2,16.3645,7.386582,133.02507,54.0,14.0
AT,2021-06-02,22,2,2,6,0,2,15.2145,7.2,126.86999,40.0,0.0
AT,2021-06-02,23,2,2,6,0,2,14.064501,7.8954163,155.77226,18.0,0.0
AT,2021-06-03,0,3,3,6,0,2,13.564501,7.2,180.0,6.0,0.0
AT,2021-06-03,1,3,3,6,0,2,13.4645,7.771331,193.39252,3.0,0.0
AT,2021-06-03,2,3,3,6,0,2,11.9645,10.182337,188.13002,4.0,0.0
AT,2021-06-03,3,3,3,6,0,2,10.8645,8.854829,206.56499,0.0,0.0
AT,2021-06-03,4,3,3,6,0,2,11.264501,8.0899935,212.27562,0.0,0.0
AT,2021-06-03,5,3,3,6,0,2,12.314501,3.396233,147.99466,0.0,0.0
AT,2021-06-03,6,3,3,6,0,2,11.4645,3.6179552,84.2895,0.0,32.0
AT,2021-06-03,7,3,3,6,0,2,13.4645,2.5959969,123.690094,34.0,150.0
AT,2021-06-03,8,3,3,6,0,2,15.8645,4.6938257,122.471176,69.0,305.0
AT,2021-06-03,9,3,3,6,0,2,18.0145,7.754637,111.801476,78.0,467.0
AT,2021-06-03,10,3,3,6,0,2,20.1145,8.854829,116.56499,93.0,623.0
AT,2021-06-03,11,3,3,6,0,2,21.9645,10.799999,126.86998,93.0,739.0
AT,2021-06-03,12,3,3,6,0,2,23.1145,11.808878,127.568665,95.0,832.0
AT,2021-06-03,13,3,3,6,0,2,23.7145,12.599998,126.86999,90.0,867.0
AT,2021-06-03,14,3,3,6,0,2,23.914501,9.83268,113.749504,66.0,866.0
AT,2021-06-03,15,3,3,6,0,2,24.2645,10.315115,119.24873,45.0,735.0
AT,2021-06-03,16,3,3,6,0,2,24.3645,10.009036,127.694305,22.0,646.0
AT,2021-06-03,17,3,3,6,0,2,24.2645,8.714677,128.2902,36.0,484.0
AT,2021-06-03,18,3,3,6,0,2,24.1145,8.669949,131.63345,80.0,407.0
AT,2021-06-03,19,3,3,6,0,2,23.414501,8.714677,141.7098,88.0,228.0
AT,2021-06-03,20,3,3,6,0,2,21.4645,6.297428,149.03632,7.0,110.0
AT,2021-06-03,21,3,3,6,0,2,18.0645,8.39657,149.03632,3.0,16.0
AT,2021-06-03,22,3,3,6,0,2,16.7145,9.504272,142.69597,2.0,0.0
AT,2021-06-03,23,3,3,6,0,2,15.7145,8.825508,168.23174,1.0,0.0
AT,2021-06-04,0,4,4,6,1,2,14.564501,9.360001,202.6199,17.0,0.0
AT,2021-06-04,1,4,4,6,1,2,13.9145,8.707237,209.7448,3.0,0.0
AT,2021-06-04,2,4,4,6,1,2,13.9145,8.161764,221.42357,1.0,0.0
AT,2021-06-04,3,4,4,6,1,2,12.564501,9.511088,209.4758,0.0,0.0
AT,2021-06-04,4,4,4,6,1,2,12.064501,9.0,196.26028,0.0,0.0
AT,2021-06-04,5,4,4,6,1,2,11.6645,8.473393,192.26476,0.0,0.0
AT,2021-06-04,6,4,4,6,1,2,13.4145,5.0528407,184.08554,50.0,33.0
AT,2021-06-04,7,4,4,6,1,2,15.4645,4.6102495,128.65984,55.0,150.0
AT,2021-06-04,8,4,4,6,1,2,17.8145,6.830519,108.43504,74.0,306.0
AT,2021-06-04,9,4,4,6,1,2,20.3645,9.565437,109.798965,82.0,470.0
AT,2021-06-04,10,4,4,6,1,2,22.8645,12.397806,115.820946,70.0,623.0
AT,2021-06-04,11,4,4,6,1,2,24.5645,15.124284,128.23387,39.0,746.0
AT,2021-06-04,12,4,4,6,1,2,25.4645,16.039202,135.90929,43.0,817.0
AT,2021-06-04,13,4,4,6,1,2,26.414501,15.021105,134.02907,25.0,879.0
AT,2021-06-04,14,4,4,6,1,2,26.414501,13.896187,126.57312,42.0,851.0
AT,2021-06-04,15,4,4,6,1,2,27.1145,13.53236,118.61037,80.0,771.0
AT,2021-06-04,16,4,4,6,1,2,27.2645,14.88242,122.15227,31.0,692.0
AT,2021-06-04,17,4,4,6,1,2,26.3145,18.58451,121.534744,21.0,545.0
AT,2021-06-04,18,4,4,6,1,2,25.664501,20.073025,122.549995,52.0,417.0
AT,2021-06-04,19,4,4,6,1,2,24.4645,20.018072,127.694305,45.0,255.0
AT,2021-06-04,20,4,4,6,1,2,23.0145,15.1884165,121.42952,43.0,112.0
AT,2021-06-04,21,4,4,6,1,2,21.1145,11.681987,123.690094,24.0,16.0
AT,2021-06-04,22,4,4,6,1,2,20.164501,10.296251,126.46933,23.0,0.0
AT,2021-06-04,23,4,4,6,1,2,18.914501,7.8954163,155.77226,33.0,0.0
AT,2021-06-05,0,5,5,6,1,2,17.7645,7.5942073,174.55975,18.0,0.0
AT,2021-06-05,1,5,5,6,1,2,16.914501,7.2359104,174.2895,3.0,0.0
AT,2021-06-05,2,5,5,6,1,2,17.2145,8.707238,172.87508,1.0,0.0
AT,2021-06-05,3,5,5,6,1,2,16.2645,7.072878,165.2564,6.0,0.0
AT,2021-06-05,4,5,5,6,1,2,14.764501,9.3876505,175.60138,11.0,0.0
AT,2021-06-05,5,5,5,6,1,2,15.4145,7.754637,158.19853,0.0,0.0
AT,2021-06-05,6,5,5,6,1,2,16.0145,3.9763298,185.19434,12.0,32.0
AT,2021-06-05,7,5,5,6,1,2,17.7145,3.096837,234.46223,41.0,141.0
AT,2021-06-05,8,5,5,6,1,2,19.8145,4.2136917,340.0168,45.0,258.0
AT,2021-06-05,9,5,5,6,1,2,21.664501,7.42159,345.9637,80.0,402.0
AT,2021-06-05,10,5,5,6,1,2,23.1145,7.8625183,344.05453,65.0,487.0
AT,2021-06-05,11,5,5,6,1,2,25.0145,7.072878,345.25638,0.0,698.0
AT,2021-06-05,12,5,5,6,1,2,26.7145,5.6920996,341.56494,9.0,826.0
AT,2021-06-05,13,5,5,6,1,2,28.0145,6.162207,353.29025,8.0,841.0
AT,2021-06-05,14,5,5,6,1,2,28.0145,7.24486,26.564985,29.0,845.0
AT,2021-06-05,15,5,5,6,1,2,28.5145,4.829907,63.435013,28.0,751.0
AT,2021-06-05,16,5,5,6,1,2,28.3645,6.725354,15.524177,98.0,592.0
AT,2021-06-05,17,5,5,6,1,2,26.2645,6.8777895,312.8789,84.0,346.0
