zone,date,hour,day,weekday,month,weekend,season,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation
AT,2023-10-01,1,1,6,10,1,3,13.064501,9.290511,324.46225,0.0,0.0
AT,2023-10-01,2,1,6,10,1,3,14.2145,9.693296,328.67136,0.0,0.0
AT,2023-10-01,3,1,6,10,1,3,13.9145,7.10031,329.53452,93.0,0.0
AT,2023-10-01,4,1,6,10,1,3,13.7145,6.297428,329.03632,100.0,0.0
AT,2023-10-01,5,1,6,10,1,3,13.9645,5.495161,301.60745,100.0,0.0
AT,2023-10-01,6,1,6,10,1,3,12.9645,4.6102495,308.65982,100.0,0.0
AT,2023-10-01,7,1,6,10,1,3,12.064501,4.5820518,315.0001,96.0,0.0
AT,2023-10-01,8,1,6,10,1,3,13.4145,6.638072,310.60123,61.0,47.0
AT,2023-10-01,9,1,6,10,1,3,15.6645,3.319036,310.60123,83.0,186.0
AT,2023-10-01,10,1,6,10,1,3,17.664501,6.297428,329.03632,59.0,316.0
AT,2023-10-01,11,1,6,10,1,3,19.5645,10.739832,320.44037,100.0,446.0
AT,2023-10-01,12,1,6,10,1,3,20.5645,13.493999,313.91916,98.0,513.0
AT,2023-10-01,13,1,6,10,1,3,21.1145,13.779114,303.2749,12.0,486.0
AT,2023-10-01,14,1,6,10,1,3,22.2645,15.696165,306.60718,17.0,481.0
AT,2023-10-01,15,1,6,10,1,3,22.5145,15.124284,308.23386,54.0,457.0
AT,2023-10-01,16,1,6,10,1,3,22.664501,13.324863,308.4181,0.0,390.0
AT,2023-10-01,17,1,6,10,1,3,22.5145,11.212135,312.39737,0.0,266.0
AT,2023-10-01,18,1,6,10,1,3,20.7645,5.692099,304.69522,36.0,114.0
AT,2023-10-01,19,1,6,10,1,3,17.4645,7.92,270.0,48.0,10.0
AT,2023-10-01,20,1,6,10,1,3,17.414501,9.3876505,274.39862,3.0,0.0
AT,2023-10-01,21,1,6,10,1,3,16.9645,9.9571085,282.5288,2.0,0.0
AT,2023-10-01,22,1,6,10,1,3,16.3645,9.107359,288.43503,12.0,0.0
AT,2023-10-01,23,1,6,10,1,3,15.514501,8.4042845,279.86575,34.0,0.0
AT,2023-10-02,0,2,0,10,0,3,15.1145,8.759178,279.46225,19.0,0.0
AT,2023-10-02,1,2,0,10,0,3,14.814501,8.12197,282.80426,1.0,0.0
AT,2023-10-02,2,2,0,10,0,3,15.7145,9.531505,280.88547,1.0,0.0
AT,2023-10-02,3,2,0,10,0,3,15.1645,8.699793,294.44394,5.0,0.0
AT,2023-10-02,4,2,0,10,0,3,14.7145,7.8954163,294.22772,4.0,0.0
AT,2023-10-02,5,2,0,10,0,3,14.014501,7.0911775,293.9625,4.0,0.0
AT,2023-10-02,6,2,0,10,0,3,13.014501,9.904906,289.0936,6.0,0.0
AT,2023-10-02,7,2,0,10,0,3,14.9645,5.0528407,265.91446,0.0,0.0
AT,2023-10-02,8,2,0,10,0,3,14.764501,2.1897945,170.53775,3.0,50.0
AT,2023-10-02,9,2,0,10,0,3,16.7645,4.6938257,122.471176,0.0,189.0
AT,2023-10-02,10,2,0,10,0,3,18.7145,6.1094027,135.0001,0.0,338.0
AT,2023-10-02,11,2,0,10,0,3,20.8645,6.989936,145.49142,0.0,464.0
AT,2023-10-02,12,2,0,10,0,3,22.7645,8.891343,148.24057,0.0,550.0
AT,2023-10-02,13,2,0,10,0,3,24.164501,9.885262,146.88864,2.0,588.0
AT,2023-10-02,14,2,0,10,0,3,25.2645,10.685391,147.38077,66.0,574.0
