date,hour,day_x,weekday_x,month_x,weekend_x,season_x,EP_lag_1,EP_lag_24,DAHTL_TotalLoadValue,DAHTL_lag_1h,DAHTL_lag_24h,ATL_TotalLoadValue,ATL_lag_1h,ATL_lag_24h,Fossil_Gas_Capacity,Fossil_Gas_Output,Fossil_Gas_Utilization,Hydro_Pumped_Storage_Capacity,Hydro_Pumped_Storage_Output,Hydro_Pumped_Storage_Utilization,Hydro_Water_Reservoir_Capacity,Hydro_Water_Reservoir_Output,Hydro_Water_Reservoir_Utilization,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-01 10:00:00,10,1,2,1,0,0,26.43,0.0,2312.86,2269.31,0.0,2569.05,2505.28,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1340.78,0.3132663551401869,-4.7265,13.055896,15.185891,100.0,2.0,-4.7265,13.055896,15.185891,100.0,2.0,-3.2765002,18.589739,43.430702,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.65
2025-01-01 11:00:00,11,1,2,1,0,0,26.65,0.0,2321.67,2312.86,0.0,2581.97,2569.05,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1162.14,0.2715280373831776,-4.7765,11.966953,21.161337,100.0,12.0,-4.7765,11.966953,21.161337,100.0,12.0,-3.4264998,21.0846,31.383139,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99
2025-01-01 12:00:00,12,1,2,1,0,0,25.99,0.0,2337.57,2321.67,0.0,2519.53,2581.97,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1176.1,0.2747897196261682,-4.6265,14.003029,17.969234,100.0,19.0,-4.7765,11.966953,21.161337,100.0,12.0,-3.4765,19.080849,27.531895,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76
2025-01-01 13:00:00,13,1,2,1,0,0,25.76,0.0,2324.07,2337.57,0.0,2540.59,2519.53,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1230.02,0.2873878504672897,-4.4765,13.5515,16.990906,100.0,25.0,-4.6265,14.003029,17.969234,100.0,19.0,-3.4264998,19.15288,21.501507,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7
2025-01-01 14:00:00,14,1,2,1,0,0,25.7,0.0,2323.73,2324.07,0.0,2618.97,2540.59,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1309.64,0.3059906542056074,-3.8765001,12.98248,16.927603,100.0,28.0,-4.4765,13.5515,16.990906,100.0,25.0,-3.3265,15.94601,28.30066,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53
2025-01-01 15:00:00,15,1,2,1,0,0,26.53,0.0,2343.35,2323.73,0.0,2635.55,2618.97,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1568.84,0.3665514018691588,-4.0265,13.238261,11.76827,100.0,11.0,-3.8765001,12.98248,16.927603,100.0,28.0,-3.4264998,15.086748,19.515972,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.13
2025-01-01 16:00:00,16,1,2,1,0,0,27.13,0.0,2361.1,2343.35,0.0,2619.67,2635.55,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1935.99,0.4523341121495327,-4.2265,13.084402,7.907082,100.0,0.0,-4.0265,13.238261,11.76827,100.0,11.0,-3.5765,11.995349,25.795975,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.49
2025-01-01 17:00:00,17,1,2,1,0,0,27.49,0.0,2336.51,2361.1,0.0,2605.1,2619.67,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1778.32,0.4154953271028037,-4.4265,13.504799,1.5274947,100.0,0.0,-4.4265,13.504799,1.5274947,100.0,0.0,-4.0265,13.070776,22.680603,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48
2025-01-01 18:00:00,18,1,2,1,0,0,26.48,0.0,2307.49,2336.51,0.0,2590.64,2605.1,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1630.57,0.3809742990654205,-4.6765,12.466867,355.03033,100.0,0.0,-4.4265,13.504799,1.5274947,100.0,0.0,-4.4265,13.433838,17.949495,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.06
2025-01-01 19:00:00,19,1,2,1,0,0,26.06,0.0,2279.31,2307.49,0.0,2560.83,2590.64,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1624.59,0.3795771028037383,-5.4265,10.390226,345.9637,100.0,0.0,-4.6765,12.466867,355.03033,100.0,0.0,-4.5765,12.74954,13.055255,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99
2025-01-01 20:00:00,20,1,2,1,0,0,25.99,0.0,2255.31,2279.31,0.0,2509.95,2560.83,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1512.22,0.353322429906542,-6.4765,9.741642,343.90912,94.0,0.0,-5.4265,10.390226,345.9637,100.0,0.0,-4.6765,11.903159,20.353325,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.04
2025-01-01 21:00:00,21,1,2,1,0,0,26.04,0.0,2205.97,2255.31,0.0,2506.4,2509.95,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1738.86,0.4062757009345794,-7.3764997,8.709098,341.93942,100.0,0.0,-6.4765,9.741642,343.90912,94.0,0.0,-4.7765,13.451914,12.362483,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
2025-01-01 22:00:00,22,1,2,1,0,0,26.0,0.0,2145.0,2205.97,0.0,2470.68,2506.4,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1464.74,0.3422289719626168,-7.5265,8.322932,338.42862,95.0,0.0,-7.5265,8.322932,338.42862,95.0,0.0,-4.7265,13.055896,15.185891,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95
2025-01-01 23:00:00,23,1,2,1,0,0,24.95,0.0,2202.62,2145.0,0.0,2431.36,2470.68,0.0,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1309.31,0.3059135514018691,-8.676499,7.8087645,334.02567,1.0,0.0,-7.5265,8.322932,338.42862,95.0,0.0,-4.7765,11.966953,21.161337,100.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.35
2025-01-02 00:00:00,0,2,3,1,0,0,25.35,18.09,2262.54,2202.62,2144.09,2391.47,2431.36,2272.18,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1074.08,0.2509532710280374,-9.426499,7.538541,326.68936,14.0,0.0,-8.676499,7.8087645,334.02567,1.0,0.0,-4.7765,11.966953,21.161337,100.0,12.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,25.06
2025-01-02 01:00:00,1,2,3,1,0,0,25.06,21.84,2205.78,2262.54,2102.69,2294.47,2391.47,2284.04,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,980.86,0.2291728971962616,-9.5765,7.538541,326.68936,21.0,0.0,-9.426499,7.538541,326.68936,14.0,0.0,-4.6265,14.003029,17.969234,100.0,19.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,24.63
2025-01-02 02:00:00,2,2,3,1,0,0,24.63,23.12,2155.0,2205.78,2083.93,2304.63,2294.47,2249.64,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1133.83,0.2649135514018691,-8.9765,6.4924874,316.1232,17.0,0.0,-9.5765,7.538541,326.68936,21.0,0.0,-4.6265,14.003029,17.969234,100.0,19.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,26.24
2025-01-02 03:00:00,3,2,3,1,0,0,26.24,25.69,2165.79,2155.0,2054.67,2304.6,2304.63,2406.34,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,1758.09,0.410768691588785,-10.8265,6.015878,321.07245,31.0,0.0,-8.9765,6.4924874,316.1232,17.0,0.0,-4.4765,13.5515,16.990906,100.0,25.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,28.07
2025-01-02 04:00:00,4,2,3,1,0,0,28.07,27.11,2213.01,2165.79,2069.1,2461.57,2304.6,2263.98,147.0,0.0,0.0,290.0,0.0,0.0,4280.0,2048.54,0.4786308411214953,-11.5265,6.2405767,326.76828,41.0,0.0,-10.8265,6.015878,321.07245,31.0,0.0,-4.4765,13.5515,16.990906,100.0,25.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,29.43
2025-01-02 05:00:00,5,2,3,1,0,0,29.43,20.16,2395.33,2213.01,2101.33,2740.95,2461.57,2257.78,147.0,0.0,0.0,290.0,110.95,0.3825862068965517,4280.0,2831.28,0.6615140186915889,-11.926499,7.4128532,330.9455,43.0,0.0,-11.5265,6.2405767,326.76828,41.0,0.0,-3.8765001,12.98248,16.927603,100.0,28.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,32.57
2025-01-02 06:00:00,6,2,3,1,0,0,32.57,21.09,2473.13,2395.33,2147.72,2895.32,2740.95,2301.38,147.0,0.0,0.0,290.0,124.64,0.4297931034482758,4280.0,3181.7,0.7433878504672897,-12.4765,6.698806,329.30035,20.0,0.0,-11.926499,7.4128532,330.9455,43.0,0.0,-3.8765001,12.98248,16.927603,100.0,28.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,74.23
2025-01-02 07:00:00,7,2,3,1,0,0,74.23,21.34,2527.41,2473.13,2182.18,2870.18,2895.32,2361.46,147.0,0.0,0.0,290.0,124.97,0.4309310344827586,4280.0,3200.07,0.7476799065420561,-12.626499,6.193674,324.46225,47.0,0.0,-12.4765,6.698806,329.30035,20.0,0.0,-4.0265,13.238261,11.76827,100.0,11.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,95.45
2025-01-02 08:00:00,8,2,3,1,0,0,95.45,23.2,2506.43,2527.41,2231.69,3147.37,2870.18,2429.28,147.0,0.0,0.0,290.0,115.44,0.3980689655172413,4280.0,3623.42,0.8465934579439253,-12.876499,6.048107,323.47104,41.0,0.0,-12.626499,6.193674,324.46225,47.0,0.0,-4.0265,13.238261,11.76827,100.0,11.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,98.56
2025-01-02 09:00:00,9,2,3,1,0,0,98.56,26.43,2569.99,2506.43,2269.31,3102.44,3147.37,2505.28,147.0,0.0,0.0,290.0,135.27,0.466448275862069,4280.0,3610.72,0.843626168224299,-12.8265,7.491114,324.78232,54.0,0.0,-12.876499,6.048107,323.47104,41.0,0.0,-4.2265,13.084402,7.907082,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,98.39
2025-01-02 10:00:00,10,2,3,1,0,0,98.39,26.65,2565.11,2569.99,2312.86,2787.19,3102.44,2569.05,147.0,0.0,0.0,290.0,134.93,0.4652758620689655,4280.0,3595.24,0.8400093457943926,-12.4765,9.144637,323.8067,55.0,6.0,-12.8265,7.491114,324.78232,54.0,0.0,-4.2265,13.084402,7.907082,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,87.73
2025-01-02 11:00:00,11,2,3,1,0,0,87.73,25.99,2577.3,2565.11,2321.67,2902.94,2787.19,2581.97,147.0,0.0,0.0,290.0,220.85,0.761551724137931,4280.0,3591.95,0.8392406542056075,-11.2265,8.297589,319.39877,26.0,47.0,-12.4765,9.144637,323.8067,55.0,6.0,-4.4265,13.504799,1.5274947,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,78.8
2025-01-02 12:00:00,12,2,3,1,0,0,78.8,25.76,2559.04,2577.3,2337.57,2714.83,2902.94,2519.53,147.0,0.0,0.0,290.0,260.82,0.8993793103448275,4280.0,3592.31,0.8393247663551402,-10.0765,6.623413,317.2026,11.0,88.0,-11.2265,8.297589,319.39877,26.0,47.0,-4.4265,13.504799,1.5274947,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,81.96
2025-01-02 13:00:00,13,2,3,1,0,0,81.96,25.7,2562.08,2559.04,2324.07,2780.85,2714.83,2540.59,147.0,0.0,0.0,290.0,223.87,0.7719655172413793,4280.0,3552.46,0.8300140186915888,-8.426499,8.669949,311.63345,17.0,102.0,-10.0765,6.623413,317.2026,11.0,88.0,-4.6765,12.466867,355.03033,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,86.14
2025-01-02 14:00:00,14,2,3,1,0,0,86.14,26.53,2615.41,2562.08,2323.73,2850.61,2780.85,2618.97,147.0,0.0,0.0,290.0,212.94,0.7342758620689656,4280.0,3787.0,0.8848130841121495,-10.676499,5.876938,319.9698,69.0,82.0,-8.426499,8.669949,311.63345,17.0,102.0,-4.6765,12.466867,355.03033,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,95.59
2025-01-02 15:00:00,15,2,3,1,0,0,95.59,27.13,2607.55,2615.41,2343.35,2868.96,2850.61,2635.55,147.0,0.0,0.0,290.0,259.28,0.8940689655172412,4280.0,3794.81,0.8866378504672897,-10.5765,7.1684303,321.1155,17.0,37.0,-10.676499,5.876938,319.9698,69.0,82.0,-5.4265,10.390226,345.9637,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,108.2
2025-01-02 16:00:00,16,2,3,1,0,0,108.2,27.49,2607.27,2607.55,2361.1,2838.63,2868.96,2619.67,147.0,0.0,0.0,290.0,259.82,0.8959310344827586,4280.0,3690.11,0.8621752336448598,-10.676499,7.344794,323.97253,64.0,1.0,-10.5765,7.1684303,321.1155,17.0,37.0,-5.4265,10.390226,345.9637,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,118.84
2025-01-02 17:00:00,17,2,3,1,0,0,118.84,26.48,2593.34,2607.27,2336.51,2766.62,2838.63,2605.1,147.0,0.0,0.0,290.0,269.36,0.9288275862068966,4280.0,3500.56,0.8178878504672897,-10.2265,7.889258,325.2221,98.0,0.0,-10.676499,7.344794,323.97253,64.0,1.0,-6.4765,9.741642,343.90912,94.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,114.58
2025-01-02 18:00:00,18,2,3,1,0,0,114.58,26.06,2569.16,2593.34,2307.49,2763.88,2766.62,2590.64,147.0,0.0,0.0,290.0,269.76,0.930206896551724,4280.0,3706.11,0.8659135514018692,-9.426499,10.152064,322.92685,30.0,0.0,-10.2265,7.889258,325.2221,98.0,0.0,-6.4765,9.741642,343.90912,94.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,78.93
2025-01-02 19:00:00,19,2,3,1,0,0,78.93,25.99,2549.05,2569.16,2279.31,2716.63,2763.88,2560.83,147.0,0.0,0.0,290.0,268.16,0.9246896551724136,4280.0,3693.47,0.8629602803738318,-8.4765,13.15971,319.9938,12.0,0.0,-9.426499,10.152064,322.92685,30.0,0.0,-7.3764997,8.709098,341.93942,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,75.38
2025-01-02 20:00:00,20,2,3,1,0,0,75.38,26.04,2521.12,2549.05,2255.31,2705.56,2716.63,2509.95,147.0,0.0,0.0,290.0,269.87,0.9305862068965516,4280.0,3606.27,0.8425864485981308,-8.4765,12.242646,318.57642,39.0,0.0,-8.4765,13.15971,319.9938,12.0,0.0,-7.3764997,8.709098,341.93942,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,46.18
2025-01-02 21:00:00,21,2,3,1,0,0,46.18,26.0,2486.24,2521.12,2205.97,2663.61,2705.56,2506.4,147.0,0.0,0.0,290.0,265.29,0.9147931034482756,4280.0,3565.35,0.8330257009345794,-10.0265,7.0107627,318.12222,65.0,0.0,-8.4765,12.242646,318.57642,39.0,0.0,-7.5265,8.322932,338.42862,95.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,40.76
2025-01-02 22:00:00,22,2,3,1,0,0,40.76,24.95,2402.81,2486.24,2145.0,2668.3,2663.61,2470.68,147.0,0.0,0.0,290.0,262.51,0.905206896551724,4280.0,3250.67,0.7595023364485981,-12.3265,5.22,313.6029,100.0,0.0,-10.0265,7.0107627,318.12222,65.0,0.0,-7.5265,8.322932,338.42862,95.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,37.37
2025-01-02 23:00:00,23,2,3,1,0,0,37.37,25.35,2414.22,2402.81,2202.62,2489.76,2668.3,2431.36,147.0,0.0,0.0,290.0,264.12,0.9107586206896552,4280.0,2953.9700000000003,0.6901799065420562,-11.926499,4.4274144,333.43503,100.0,0.0,-12.3265,5.22,313.6029,100.0,0.0,-8.676499,7.8087645,334.02567,1.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,33.86
2025-01-03 00:00:00,0,3,4,1,0,0,33.86,25.06,2363.91,2414.22,2262.54,2479.83,2489.76,2391.47,147.0,0.0,0.0,290.0,263.18,0.9075172413793104,4280.0,2907.17,0.6792453271028037,-11.176499,3.0758414,339.44388,100.0,0.0,-11.926499,4.4274144,333.43503,100.0,0.0,-9.426499,7.538541,326.68936,14.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,30.93
2025-01-03 01:00:00,1,3,4,1,0,0,30.93,24.63,2369.71,2363.91,2205.78,2508.1,2479.83,2294.47,147.0,0.0,0.0,290.0,264.04,0.9104827586206896,4280.0,2856.2200000000003,0.6673411214953272,-10.7265,5.297018,350.21765,100.0,0.0,-11.176499,3.0758414,339.44388,100.0,0.0,-9.5765,7.538541,326.68936,21.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,28.7
2025-01-03 02:00:00,2,3,4,1,0,0,28.7,26.24,2410.01,2369.71,2155.0,2439.91,2508.1,2304.63,147.0,0.0,0.0,290.0,264.03,0.9104482758620688,4280.0,2633.8,0.6153738317757009,-9.2765,5.5829024,1.8475709,100.0,0.0,-10.7265,5.297018,350.21765,100.0,0.0,-8.9765,6.4924874,316.1232,17.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,27.63
2025-01-03 03:00:00,3,3,4,1,0,0,27.63,28.07,2341.04,2410.01,2165.79,2433.57,2439.91,2304.6,147.0,0.0,0.0,290.0,263.45,0.9084482758620688,4280.0,2068.97,0.4834042056074766,-9.2765,2.907989,338.19852,100.0,0.0,-9.2765,5.5829024,1.8475709,100.0,0.0,-10.8265,6.015878,321.07245,31.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,26.36
2025-01-03 04:00:00,4,3,4,1,0,0,26.36,29.43,2327.58,2341.04,2213.01,2442.32,2433.57,2461.57,147.0,0.0,0.0,290.0,265.0,0.913793103448276,4280.0,2122.61,0.4959369158878505,-9.2265,3.3043609,299.35767,2.0,0.0,-9.2765,2.907989,338.19852,100.0,0.0,-11.5265,6.2405767,326.76828,41.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,27.12
2025-01-03 05:00:00,5,3,4,1,0,0,27.12,32.57,2420.85,2327.58,2395.33,2619.22,2442.32,2740.95,147.0,0.0,0.0,290.0,266.61,0.919344827586207,4280.0,2600.38,0.6075654205607477,-11.2765,8.037761,325.954,67.0,0.0,-9.2265,3.3043609,299.35767,2.0,0.0,-11.926499,7.4128532,330.9455,43.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,33.26
2025-01-03 06:00:00,6,3,4,1,0,0,33.26,74.23,2543.66,2420.85,2473.13,2778.63,2619.22,2895.32,147.0,0.0,0.0,290.0,249.38,0.8599310344827586,4280.0,3300.54,0.7711542056074766,-11.876499,10.158444,330.25522,91.0,0.0,-11.2765,8.037761,325.954,67.0,0.0,-12.4765,6.698806,329.30035,20.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,44.16
2025-01-03 07:00:00,7,3,4,1,0,0,44.16,95.45,2588.55,2543.66,2527.41,2787.84,2778.63,2870.18,147.0,0.0,0.0,290.0,264.58000000000004,0.912344827586207,4280.0,3570.75,0.8342873831775701,-12.5265,7.7734165,317.8156,100.0,0.0,-11.876499,10.158444,330.25522,91.0,0.0,-12.626499,6.193674,324.46225,47.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,66.64
2025-01-03 08:00:00,8,3,4,1,0,0,66.64,98.56,2598.82,2588.55,2506.43,2739.93,2787.84,3147.37,147.0,0.0,0.0,290.0,224.67,0.7747241379310346,4280.0,3191.81,0.74575,-11.926499,8.131936,275.0795,91.0,0.0,-12.5265,7.7734165,317.8156,100.0,0.0,-12.876499,6.048107,323.47104,41.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,58.03
2025-01-03 09:00:00,9,3,4,1,0,0,58.03,98.39,2548.07,2598.82,2569.99,2792.22,2739.93,3102.44,147.0,0.0,0.0,290.0,224.66,0.7746896551724137,4280.0,3310.28,0.773429906542056,-9.926499,11.351422,242.62238,97.0,0.0,-11.926499,8.131936,275.0795,91.0,0.0,-12.8265,7.491114,324.78232,54.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,62.26
