date,hour,day_x,weekday_x,month_x,weekend_x,season_x,EP_lag_1,EP_lag_24,DAHTL_TotalLoadValue,DAHTL_lag_1h,DAHTL_lag_24h,ATL_TotalLoadValue,ATL_lag_1h,ATL_lag_24h,Biomass_Capacity,Biomass_Output,Biomass_Utilization,Fossil_Oil_Capacity,Fossil_Oil_Output,Fossil_Oil_Utilization,Wind_Offshore_Capacity,Wind_Offshore_Output,Wind_Offshore_Utilization,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-01 12:00:00,12,1,2,1,0,0,3.75,0.0,1771.0,1716.0,0.0,1810.36,1769.38,0.0,964.0,198.46,0.2058713692946057,520.0,0.56,0.001076923076923,976.6,895.8299999999999,0.917294695883678,7.4675,47.416927,233.95654,100.0,16.0,7.6675,45.080925,236.5637,100.0,17.0,5.4675,39.334427,225.92694,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81
2025-01-01 13:00:00,13,1,2,1,0,0,3.81,0.0,1812.0,1771.0,0.0,1822.08,1810.36,0.0,964.0,184.14,0.1910165975103734,520.0,0.56,0.001076923076923,976.6,896.05,0.917519967233258,7.1675,43.834713,230.16435,100.0,17.0,7.4675,47.416927,233.95654,100.0,16.0,5.5675,40.11739,226.99998,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37
2025-01-01 14:00:00,14,1,2,1,0,0,5.37,0.0,1837.0,1812.0,0.0,1829.85,1822.08,0.0,964.0,175.98999999999998,0.1825622406639004,520.0,0.56,0.001076923076923,976.6,894.04,0.9154618062666392,7.2675004,45.403194,230.6307,100.0,14.0,7.1675,43.834713,230.16435,100.0,17.0,5.7675004,40.06931,232.66673,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.28
2025-01-01 15:00:00,15,1,2,1,0,0,12.28,0.0,1910.0,1837.0,0.0,1886.89,1829.85,0.0,964.0,323.98,0.3360788381742738,520.0,0.56,0.001076923076923,976.6,892.62,0.9140077821011672,7.0175004,45.611446,227.55905,100.0,9.0,7.2675004,45.403194,230.6307,100.0,14.0,5.7175,40.285027,233.53963,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4
2025-01-01 16:00:00,16,1,2,1,0,0,19.4,0.0,1952.0,1910.0,0.0,1939.05,1886.89,0.0,964.0,325.45000000000005,0.337603734439834,520.0,0.56,0.001076923076923,976.6,879.29,0.9003583862379684,6.9675,45.414253,228.8569,100.0,2.0,7.0175004,45.611446,227.55905,100.0,9.0,6.2175,40.8921,235.40048,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.63
2025-01-01 17:00:00,17,1,2,1,0,0,21.63,0.0,1890.0,1952.0,0.0,1900.0,1939.05,0.0,964.0,291.27000000000004,0.3021473029045644,520.0,0.56,0.001076923076923,976.6,886.95,0.9082019250460782,7.1175003,40.87942,240.16133,100.0,0.0,7.1175003,40.87942,240.16133,100.0,0.0,6.7675004,43.796257,234.87285,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.03
2025-01-01 18:00:00,18,1,2,1,0,0,17.03,0.0,1805.0,1890.0,0.0,1794.39,1900.0,0.0,964.0,233.68,0.2424066390041493,520.0,0.56,0.001076923076923,976.6,894.69,0.9161273807085808,6.8675003,33.453377,254.39331,100.0,0.0,7.1175003,40.87942,240.16133,100.0,0.0,7.1175003,42.588547,235.50389,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13
2025-01-01 19:00:00,19,1,2,1,0,0,10.13,0.0,1712.0,1805.0,0.0,1708.02,1794.39,0.0,964.0,196.38,0.2037136929460581,520.0,0.56,0.001076923076923,976.6,888.47,0.9097583452795412,6.6175003,29.884878,251.0193,100.0,0.0,6.8675003,33.453377,254.39331,100.0,0.0,7.4175,41.389824,237.07014,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2025-01-01 20:00:00,20,1,2,1,0,0,8.0,0.0,1638.0,1712.0,0.0,1652.64,1708.02,0.0,964.0,189.54,0.1966182572614107,520.0,0.56,0.001076923076923,976.6,891.86,0.9132295719844358,6.3175,31.19873,246.54095,99.0,0.0,6.6175003,29.884878,251.0193,100.0,0.0,7.7175,43.003426,239.57101,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73
2025-01-01 21:00:00,21,1,2,1,0,0,6.73,0.0,1567.0,1638.0,0.0,1559.27,1652.64,0.0,964.0,192.23,0.199408713692946,520.0,0.56,0.001076923076923,976.6,881.5,0.9026213393405692,6.2675004,30.839415,244.78111,100.0,0.0,6.3175,31.19873,246.54095,99.0,0.0,7.7675004,43.897865,239.43924,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84
2025-01-01 22:00:00,22,1,2,1,0,0,9.84,0.0,1510.0,1567.0,0.0,1509.42,1559.27,0.0,964.0,169.61,0.1759439834024896,520.0,0.56,0.001076923076923,976.6,863.99,0.8846917878353471,5.9675,30.513052,250.70985,100.0,0.0,5.9675,30.513052,250.70985,100.0,0.0,7.7675004,43.75037,237.94467,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01
2025-01-01 23:00:00,23,1,2,1,0,0,7.01,0.0,1506.0,1510.0,0.0,1574.8,1509.42,0.0,964.0,194.44,0.2017012448132779,520.0,0.56,0.001076923076923,976.6,619.0,0.6338316608642228,5.5175004,29.160557,270.35367,89.0,0.0,5.9675,30.513052,250.70985,100.0,0.0,7.6675,45.080925,236.5637,100.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84
2025-01-02 00:00:00,0,2,3,1,0,0,2.84,1.93,1528.0,1506.0,1520.0,1547.26,1574.8,1531.57,964.0,258.39,0.2680394190871369,520.0,0.56,0.001076923076923,976.6,605.44,0.6199467540446447,4.7175,25.99053,277.96167,48.0,0.0,5.5175004,29.160557,270.35367,89.0,0.0,7.6675,45.080925,236.5637,100.0,17.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,2.7
2025-01-02 01:00:00,1,2,3,1,0,0,2.7,1.93,1497.0,1528.0,1469.0,1484.25,1547.26,1475.6,964.0,283.89,0.2944917012448133,520.0,0.56,0.001076923076923,976.6,621.51,0.6364018021707967,3.8675,22.148045,277.47147,89.0,0.0,4.7175,25.99053,277.96167,48.0,0.0,7.4675,47.416927,233.95654,100.0,16.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,3.57
2025-01-02 02:00:00,2,2,3,1,0,0,3.57,1.43,1452.0,1497.0,1446.0,1446.83,1484.25,1452.17,964.0,261.97,0.2717531120331951,520.0,0.56,0.001076923076923,976.6,862.56,0.8832275240630759,2.7675,18.434847,296.0646,100.0,0.0,3.8675,22.148045,277.47147,89.0,0.0,7.4675,47.416927,233.95654,100.0,16.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,6.89
2025-01-02 03:00:00,3,2,3,1,0,0,6.89,1.04,1428.0,1452.0,1411.0,1425.07,1446.83,1390.08,964.0,369.1799999999999,0.382966804979253,520.0,0.56,0.001076923076923,976.6,724.86,0.7422281384394839,2.0674999,20.9644,299.86682,100.0,0.0,2.7675,18.434847,296.0646,100.0,0.0,7.1675,43.834713,230.16435,100.0,17.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,12.75
2025-01-02 04:00:00,4,2,3,1,0,0,12.75,2.28,1437.0,1428.0,1383.0,1487.75,1425.07,1361.09,964.0,488.1,0.5063278008298755,520.0,0.56,0.001076923076923,976.6,846.3900000000001,0.8666700798689331,1.7175,20.448032,306.7691,55.0,0.0,2.0674999,20.9644,299.86682,100.0,0.0,7.1675,43.834713,230.16435,100.0,17.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,22.65
2025-01-02 05:00:00,5,2,3,1,0,0,22.65,1.15,1610.0,1437.0,1382.0,1651.96,1487.75,1363.6,964.0,556.11,0.5768775933609959,520.0,0.56,0.001076923076923,976.6,897.73,0.9192402211755069,1.2674999,19.574533,294.44394,94.0,0.0,1.7175,20.448032,306.7691,55.0,0.0,7.2675004,45.403194,230.6307,100.0,14.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,50.96
2025-01-02 06:00:00,6,2,3,1,0,0,50.96,1.35,1817.0,1610.0,1407.0,1843.35,1651.96,1394.37,964.0,617.48,0.640539419087137,520.0,0.56,0.001076923076923,976.6,884.03,0.9052119598607412,0.9675,22.620636,296.97275,59.0,0.0,1.2674999,19.574533,294.44394,94.0,0.0,7.2675004,45.403194,230.6307,100.0,14.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,98.83
2025-01-02 07:00:00,7,2,3,1,0,0,98.83,2.26,1953.0,1817.0,1453.0,1968.03,1843.35,1425.4,964.0,618.7099999999999,0.6418153526970953,520.0,0.56,0.001076923076923,976.6,848.8599999999999,0.8691992627483104,0.3675,22.86496,303.43988,62.0,0.0,0.9675,22.620636,296.97275,59.0,0.0,7.0175004,45.611446,227.55905,100.0,9.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,121.53
2025-01-02 08:00:00,8,2,3,1,0,0,121.53,2.54,2009.0,1953.0,1515.0,2040.31,1968.03,1501.91,964.0,623.5799999999999,0.6468672199170123,520.0,0.56,0.001076923076923,976.6,780.1800000000001,0.7988736432520992,0.11750001,22.433662,308.15726,44.0,0.0,0.3675,22.86496,303.43988,62.0,0.0,7.0175004,45.611446,227.55905,100.0,9.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,127.23
2025-01-02 09:00:00,9,2,3,1,0,0,127.23,3.54,2066.0,2009.0,1594.0,2130.05,2040.31,1591.27,964.0,621.7,0.6449170124481328,520.0,0.56,0.001076923076923,976.6,708.5699999999999,0.7255478189637518,-0.0325,22.104116,307.0566,21.0,1.0,0.11750001,22.433662,308.15726,44.0,0.0,6.9675,45.414253,228.8569,100.0,2.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,124.53
2025-01-02 10:00:00,10,2,3,1,0,0,124.53,3.7,2111.0,2066.0,1651.0,2161.57,2130.05,1688.98,964.0,641.4300000000001,0.665383817427386,520.0,0.56,0.001076923076923,976.6,686.0,0.7024370264181855,0.3675,20.3774,302.00534,32.0,43.0,-0.0325,22.104116,307.0566,21.0,1.0,6.9675,45.414253,228.8569,100.0,2.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,111.58
2025-01-02 11:00:00,11,2,3,1,0,0,111.58,3.75,2132.0,2111.0,1716.0,2151.66,2161.57,1769.38,964.0,647.0600000000001,0.6712240663900415,520.0,0.56,0.001076923076923,976.6,643.42,0.6588367806676223,0.7175,18.183563,291.4855,3.0,103.0,0.3675,20.3774,302.00534,32.0,43.0,7.1175003,40.87942,240.16133,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,100.4
2025-01-02 12:00:00,12,2,3,1,0,0,100.4,3.81,2114.0,2132.0,1771.0,2072.99,2151.66,1810.36,964.0,669.5999999999999,0.6946058091286306,520.0,0.57,0.0010961538461538,976.6,492.05,0.5038398525496621,1.1175,19.300331,289.61798,0.0,160.0,0.7175,18.183563,291.4855,3.0,103.0,7.1175003,40.87942,240.16133,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,105.49
2025-01-02 13:00:00,13,2,3,1,0,0,105.49,5.37,2051.0,2114.0,1812.0,2000.6,2072.99,1822.08,964.0,709.36,0.735850622406639,520.0,0.56,0.001076923076923,976.6,442.41,0.4530104443989351,1.3675,19.45416,292.29367,0.0,171.0,1.1175,19.300331,289.61798,0.0,160.0,6.8675003,33.453377,254.39331,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,111.79
2025-01-02 14:00:00,14,2,3,1,0,0,111.79,12.28,2001.0,2051.0,1837.0,1987.91,2000.6,1829.85,964.0,714.75,0.741441908713693,520.0,0.57,0.0010961538461538,976.6,420.13,0.4301966004505427,1.7674999,18.214718,288.43503,0.0,142.0,1.3675,19.45416,292.29367,0.0,171.0,6.8675003,33.453377,254.39331,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,126.79
2025-01-02 15:00:00,15,2,3,1,0,0,126.79,19.4,2104.0,2001.0,1910.0,2085.71,1987.91,1886.89,964.0,711.73,0.7383091286307054,520.0,0.57,0.0010961538461538,976.6,451.77,0.4625947163628916,1.4675,16.920958,269.3905,0.0,81.0,1.7674999,18.214718,288.43503,0.0,142.0,6.6175003,29.884878,251.0193,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,135.27
2025-01-02 16:00:00,16,2,3,1,0,0,135.27,21.63,2201.0,2104.0,1952.0,2184.06,2085.71,1939.05,964.0,690.52,0.7163070539419087,520.0,0.57,0.0010961538461538,976.6,475.02,0.4864018021707966,0.86749995,18.172869,253.89862,3.0,14.0,1.4675,16.920958,269.3905,0.0,81.0,6.6175003,29.884878,251.0193,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,149.78
2025-01-02 17:00:00,17,2,3,1,0,0,149.78,17.03,2143.0,2201.0,1890.0,2127.7,2184.06,1900.0,964.0,694.9200000000001,0.7208713692946059,520.0,0.59,0.0011346153846153,976.6,692.6,0.7091951669055908,0.7175,18.519016,254.20753,100.0,0.0,0.86749995,18.172869,253.89862,3.0,14.0,6.3175,31.19873,246.54095,99.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,145.92
2025-01-02 18:00:00,18,2,3,1,0,0,145.92,10.13,2029.0,2143.0,1805.0,1985.24,2127.7,1794.39,964.0,692.6800000000001,0.7185477178423237,520.0,0.56,0.001076923076923,976.6,772.59,0.7911017816915831,1.0174999,19.662888,258.3815,77.0,0.0,0.7175,18.519016,254.20753,100.0,0.0,6.3175,31.19873,246.54095,99.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,107.37
2025-01-02 19:00:00,19,2,3,1,0,0,107.37,8.0,1928.0,2029.0,1712.0,1928.92,1985.24,1708.02,964.0,628.28,0.6517427385892116,520.0,0.56,0.001076923076923,976.6,815.1600000000001,0.8346917878353471,0.9175,20.696085,256.93066,1.0,0.0,1.0174999,19.662888,258.3815,77.0,0.0,6.2675004,30.839415,244.78111,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,102.61
2025-01-02 20:00:00,20,2,3,1,0,0,102.61,6.73,1877.0,1928.0,1638.0,1840.04,1928.92,1652.64,964.0,622.38,0.6456224066390042,520.0,0.56,0.001076923076923,976.6,787.3399999999999,0.8062052017202539,0.6675,19.493261,265.76367,10.0,0.0,0.9175,20.696085,256.93066,1.0,0.0,6.2675004,30.839415,244.78111,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,77.94
2025-01-02 21:00:00,21,2,3,1,0,0,77.94,9.84,1806.0,1877.0,1567.0,1746.36,1840.04,1559.27,964.0,622.78,0.6460373443983403,520.0,0.56,0.001076923076923,976.6,795.98,0.8150522219946754,0.76750004,17.100946,270.6031,64.0,0.0,0.6675,19.493261,265.76367,10.0,0.0,5.9675,30.513052,250.70985,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,61.5
2025-01-02 22:00:00,22,2,3,1,0,0,61.5,7.01,1727.0,1806.0,1510.0,1692.96,1746.36,1509.42,964.0,624.07,0.6473755186721992,520.0,0.56,0.001076923076923,976.6,805.14,0.82443170182265,1.0174999,17.534992,275.30084,97.0,0.0,0.76750004,17.100946,270.6031,64.0,0.0,5.9675,30.513052,250.70985,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,48.89
2025-01-02 23:00:00,23,2,3,1,0,0,48.89,2.84,1595.0,1727.0,1506.0,1696.6,1692.96,1574.8,964.0,610.29,0.6330809128630706,520.0,0.56,0.001076923076923,976.6,750.23,0.7682060208887979,0.9675,18.435726,279.55423,99.0,0.0,1.0174999,17.534992,275.30084,97.0,0.0,5.5175004,29.160557,270.35367,89.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,42.69
2025-01-03 00:00:00,0,3,4,1,0,0,42.69,2.7,1681.0,1595.0,1528.0,1700.18,1696.6,1547.26,964.0,567.99,0.5892012448132781,520.0,0.56,0.001076923076923,976.6,752.9399999999999,0.7709809543313536,0.8175,18.051228,279.18045,100.0,0.0,0.9675,18.435726,279.55423,99.0,0.0,4.7175,25.99053,277.96167,48.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,38.13
2025-01-03 01:00:00,1,3,4,1,0,0,38.13,3.57,1707.0,1681.0,1497.0,1670.61,1700.18,1484.25,964.0,523.9200000000001,0.5434854771784233,520.0,0.56,0.001076923076923,976.6,769.41,0.7878455867294696,0.6675,17.176563,275.41177,100.0,0.0,0.8175,18.051228,279.18045,100.0,0.0,3.8675,22.148045,277.47147,89.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,35.21
2025-01-03 02:00:00,2,3,4,1,0,0,35.21,6.89,1621.0,1707.0,1452.0,1625.34,1670.61,1446.83,964.0,478.69,0.4965663900414938,520.0,0.56,0.001076923076923,976.6,808.24,0.8276059799303707,0.61749995,17.393066,276.53653,97.0,0.0,0.6675,17.176563,275.41177,100.0,0.0,2.7675,18.434847,296.0646,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,33.43
2025-01-03 03:00:00,3,3,4,1,0,0,33.43,12.75,1600.0,1621.0,1428.0,1592.53,1625.34,1425.07,964.0,472.76,0.4904149377593361,520.0,0.56,0.001076923076923,976.6,849.0,0.8693426172434978,0.3175,17.902534,254.84587,94.0,0.0,0.61749995,17.393066,276.53653,97.0,0.0,2.0674999,20.9644,299.86682,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,30.08
2025-01-03 04:00:00,4,3,4,1,0,0,30.08,22.65,1603.0,1600.0,1437.0,1593.58,1592.53,1487.75,964.0,474.54,0.4922614107883817,520.0,0.56,0.001076923076923,976.6,891.25,0.9126049559696908,0.2675,23.197662,248.61131,0.0,0.0,0.3175,17.902534,254.84587,94.0,0.0,1.7175,20.448032,306.7691,55.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,30.85
2025-01-03 05:00:00,5,3,4,1,0,0,30.85,50.96,1718.0,1603.0,1610.0,1721.17,1593.58,1651.96,964.0,484.2000000000001,0.5022821576763485,520.0,0.56,0.001076923076923,976.6,904.47,0.9261417161580996,0.017500002,24.652115,250.37422,9.0,0.0,0.2675,23.197662,248.61131,0.0,0.0,1.2674999,19.574533,294.44394,94.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,38.44
2025-01-03 06:00:00,6,3,4,1,0,0,38.44,98.83,1880.0,1718.0,1817.0,1888.52,1721.17,1843.35,964.0,527.85,0.5475622406639005,520.0,0.56,0.001076923076923,976.6,904.83,0.926510342002867,0.2175,27.257967,236.3099,100.0,0.0,0.017500002,24.652115,250.37422,9.0,0.0,0.9675,22.620636,296.97275,59.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,52.09
2025-01-03 07:00:00,7,3,4,1,0,0,52.09,121.53,2039.0,1880.0,1953.0,2040.05,1888.52,1968.03,964.0,497.51,0.5160892116182573,520.0,0.57,0.0010961538461538,976.6,900.7,0.9222813843948392,0.7175,30.261421,237.63338,100.0,0.0,0.2175,27.257967,236.3099,100.0,0.0,0.3675,22.86496,303.43988,62.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,80.51
2025-01-03 08:00:00,8,3,4,1,0,0,80.51,127.23,2124.0,2039.0,2009.0,2129.56,2040.05,2040.31,964.0,477.66,0.4954979253112033,520.0,0.57,0.0010961538461538,976.6,890.1600000000001,0.911488838828589,1.1175,34.462833,234.56659,100.0,0.0,0.7175,30.261421,237.63338,100.0,0.0,0.11750001,22.433662,308.15726,44.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,79.42
2025-01-03 09:00:00,9,3,4,1,0,0,79.42,124.53,2149.0,2124.0,2066.0,2166.26,2129.56,2130.05,964.0,478.63,0.4965041493775933,520.0,0.56,0.001076923076923,976.6,854.5699999999999,0.8750460782305959,0.76750004,31.888458,247.77814,100.0,1.0,1.1175,34.462833,234.56659,100.0,0.0,-0.0325,22.104116,307.0566,21.0,1.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,75.69
