date,hour,day_x,weekday_x,month_x,weekend_x,season_x,EP_lag_1,EP_lag_24,DAHTL_TotalLoadValue,DAHTL_lag_1h,DAHTL_lag_24h,ATL_TotalLoadValue,ATL_lag_1h,ATL_lag_24h,Hydro_Water_Reservoir_Capacity,Hydro_Water_Reservoir_Output,Hydro_Water_Reservoir_Utilization,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-01 00:00:00,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3604.44,0.0,0.0,3716.47,0.0,0.0,273.5,156.32,0.5715539305301645,-5.631167,16.101576,206.82062,96.666664,0.0,-5.5645003,12.6213455,202.71532,100.0,0.0,-3.3811667,14.41583,228.88286,99.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4
2025-01-01 01:00:00,1.0,1.0,2.0,1.0,0.0,0.0,11.4,0.0,3601.8,3604.44,0.0,3730.3,3716.47,0.0,273.5,158.86,0.5808409506398537,-5.5811667,18.45872,206.24567,90.0,0.0,-5.631167,16.101576,206.82062,96.666664,0.0,-1.9311666,15.579728,250.85413,99.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2
2025-01-01 02:00:00,2.0,1.0,2.0,1.0,0.0,0.0,11.2,0.0,3589.94,3601.8,0.0,3728.9,3730.3,0.0,273.5,157.12,0.5744789762340037,-4.3811665,11.378934,219.61853,74.333336,0.0,-5.5811667,18.45872,206.24567,90.0,0.0,-2.3645,14.214049,243.60121,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53
2025-01-01 03:00:00,3.0,1.0,2.0,1.0,0.0,0.0,11.53,0.0,3582.34,3589.94,0.0,3747.12,3728.9,0.0,273.5,199.18,0.7282632541133456,-4.8478336,10.224156,239.92944,88.333336,0.0,-4.3811665,11.378934,219.61853,74.333336,0.0,-2.897833,12.353694,245.69307,87.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52
2025-01-01 04:00:00,4.0,1.0,2.0,1.0,0.0,0.0,12.52,0.0,3568.08,3582.34,0.0,3763.12,3747.12,0.0,273.5,272.78999999999996,0.9974040219378426,-4.7811666,13.363353,260.49084,64.666664,0.0,-4.8478336,10.224156,239.92944,88.333336,0.0,-3.7144997,7.4397683,228.23985,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04
2025-01-01 05:00:00,5.0,1.0,2.0,1.0,0.0,0.0,11.04,0.0,3586.91,3568.08,0.0,3812.88,3763.12,0.0,273.5,174.07000000000002,0.6364533820840952,-5.347833,10.259898,267.19174,66.0,0.0,-5.347833,10.259898,267.19174,66.0,0.0,-4.5811667,6.3086247,253.18652,53.0,2.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.34
2025-01-01 06:00:00,6.0,1.0,2.0,1.0,0.0,0.0,12.34,0.0,3608.13,3586.91,0.0,3853.48,3812.88,0.0,273.5,144.7,0.5290676416819012,-5.3145,8.431424,263.2467,90.666664,0.0,-5.347833,10.259898,267.19174,66.0,0.0,-4.9978333,6.7311196,243.08403,57.0,11.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95
2025-01-01 07:00:00,7.0,1.0,2.0,1.0,0.0,0.0,12.95,0.0,3654.0,3608.13,0.0,3963.35,3853.48,0.0,273.5,158.85,0.5808043875685558,-5.597833,6.070081,161.15443,80.333336,0.0,-5.3145,8.431424,263.2467,90.666664,0.0,-3.6311665,10.736931,229.23079,73.333336,4.6666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52
2025-01-01 08:00:00,8.0,1.0,2.0,1.0,0.0,0.0,13.52,0.0,3718.9,3654.0,0.0,4070.34,3963.35,0.0,273.5,147.57,0.5395612431444241,-6.5144997,4.73445,181.5821,65.0,0.0,-5.597833,6.070081,161.15443,80.333336,0.0,-4.6644998,9.252059,219.49101,97.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.69
2025-01-01 09:00:00,9.0,1.0,2.0,1.0,0.0,0.0,14.69,0.0,3802.58,3718.9,0.0,4069.66,4070.34,0.0,273.5,166.92,0.6103107861060328,-6.4144998,6.445417,178.77776,58.666668,0.0,-6.5144997,4.73445,181.5821,65.0,0.0,-4.4645,8.38995,212.79944,90.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.11
