date,hour,day_x,weekday_x,month_x,weekend_x,season_x,EP_lag_1,EP_lag_24,DAHTL_TotalLoadValue,DAHTL_lag_1h,DAHTL_lag_24h,ATL_TotalLoadValue,ATL_lag_1h,ATL_lag_24h,ftc_ES,Fossil_Gas_Capacity,Fossil_Gas_Output,Fossil_Gas_Utilization,Hydro_Pumped_Storage_Capacity,Hydro_Pumped_Storage_Output,Hydro_Pumped_Storage_Utilization,Hydro_Run_of_river_and_poundage_Capacity,Hydro_Run_of_river_and_poundage_Output,Hydro_Run_of_river_and_poundage_Utilization,Hydro_Water_Reservoir_Capacity,Hydro_Water_Reservoir_Output,Hydro_Water_Reservoir_Utilization,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-01 13:00:00,13,1,2,1,0,0,40.63,0.0,5322.0,5554.0,0.0,5169.0,5428.1,0.0,2835.0,3828.0,518.4000000000001,0.135423197492163,3477.0,0.0,0.0,2436.0,103.3,0.0424055829228243,1011.0,13.0,0.0128585558852621,11.62875,7.9990153,69.40838,48.0,452.5,10.42875,9.145597,73.5194,17.0,417.5,6.6537504,14.602404,70.37254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6
2025-01-01 14:00:00,14,1,2,1,0,0,30.6,0.0,5258.0,5322.0,0.0,4964.8,5169.0,0.0,2790.0,3828.0,590.9,0.1543625914315569,3477.0,0.0,0.0,2436.0,151.2,0.0620689655172413,1011.0,13.0,0.0128585558852621,12.553749,6.752196,72.814316,7.0,433.0,11.62875,7.9990153,69.40838,48.0,452.5,6.37875,14.806325,67.944176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.63
2025-01-01 15:00:00,15,1,2,1,0,0,40.63,0.0,5324.0,5258.0,0.0,5075.2,4964.8,0.0,2790.0,3828.0,603.4000000000001,0.1576280041797283,3477.0,0.0,0.0,2436.0,193.3,0.079351395730706,1011.0,13.0,0.0128585558852621,12.87875,5.665949,71.898705,34.5,358.0,12.553749,6.752196,72.814316,7.0,433.0,6.00375,14.681883,71.652664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
2025-01-01 16:00:00,16,1,2,1,0,0,72.0,0.0,5620.0,5324.0,0.0,5372.6,5075.2,0.0,2790.0,3828.0,678.7,0.1772988505747126,3477.0,275.0,0.0790911705493241,2436.0,399.1,0.1638341543513957,1011.0,13.0,0.0128585558852621,12.32875,5.3773413,75.59739,48.0,232.5,12.87875,5.665949,71.898705,34.5,358.0,5.65375,14.4228,71.69524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.49
2025-01-01 17:00:00,17,1,2,1,0,0,125.49,0.0,6407.0,5620.0,0.0,6124.4,5372.6,0.0,2790.0,3828.0,489.9,0.1279780564263322,3477.0,1822.2,0.5240724762726489,2436.0,694.2,0.2849753694581281,1011.0,13.0,0.0128585558852621,10.70375,6.0360527,56.428318,49.5,86.0,10.70375,6.0360527,56.428318,49.5,86.0,5.35375,14.573017,69.95895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.72
2025-01-01 18:00:00,18,1,2,1,0,0,149.72,0.0,7076.0,6407.0,0.0,6788.6,6124.4,0.0,3511.0,3828.0,559.7,0.1462121212121212,3477.0,1566.7,0.4505895887259131,2436.0,876.1,0.3596469622331691,1011.0,13.0,0.0128585558852621,8.60375,7.5850677,55.879005,53.0,3.5,10.70375,6.0360527,56.428318,49.5,86.0,5.15375,15.135239,71.85637,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.67
2025-01-01 19:00:00,19,1,2,1,0,0,150.67,0.0,7331.0,7076.0,0.0,7066.2,6788.6,0.0,3511.0,3828.0,523.8,0.136833855799373,3477.0,1888.0,0.5429968363531781,2436.0,1082.2,0.4442528735632184,1011.0,13.1,0.0129574678536102,7.80375,7.0145264,54.506226,50.5,0.0,8.60375,7.5850677,55.879005,53.0,3.5,5.00375,15.410616,70.7845,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.99
2025-01-01 20:00:00,20,1,2,1,0,0,152.99,0.0,7256.0,7331.0,0.0,7112.3,7066.2,0.0,3511.0,3828.0,502.7999999999999,0.1313479623824451,3477.0,1641.8,0.4721886683922922,2436.0,981.1,0.4027504105090312,1011.0,13.1,0.0129574678536102,7.60375,7.787531,56.95101,50.0,0.0,7.80375,7.0145264,54.506226,50.5,0.0,4.85375,15.286891,71.32428,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.69
2025-01-01 21:00:00,21,1,2,1,0,0,151.69,0.0,6917.0,7256.0,0.0,6861.0,7112.3,0.0,3511.0,3828.0,482.8,0.1261233019853709,3477.0,1632.1,0.4693989071038251,2436.0,1060.3,0.4352627257799671,1011.0,20.5,0.0202769535113748,7.5287504,7.957409,70.773094,52.5,0.0,7.60375,7.787531,56.95101,50.0,0.0,5.35375,15.106974,74.71415,13.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.75
2025-01-01 22:00:00,22,1,2,1,0,0,147.75,0.0,6512.0,6917.0,0.0,6391.8,6861.0,0.0,3511.0,3828.0,466.9,0.1219696969696969,3477.0,723.1,0.207966637906241,2436.0,962.9,0.3952791461412151,1011.0,14.5,0.0143422354104846,7.12875,8.768895,81.06064,54.5,0.0,7.12875,8.768895,81.06064,54.5,0.0,6.72875,14.195845,75.24496,4.5,194.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.06
2025-01-01 23:00:00,23,1,2,1,0,0,133.06,0.0,5870.0,6512.0,0.0,5704.5,6391.8,0.0,3825.0,3828.0,504.1,0.1316875653082549,3477.0,668.3,0.1922059246476847,2436.0,262.6,0.107799671592775,1011.0,13.7,0.0135509396636993,6.80375,8.60862,80.70853,1.5,0.0,7.12875,8.768895,81.06064,54.5,0.0,8.778749,12.196441,72.54691,6.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.12
2025-01-02 00:00:00,0,2,3,1,0,0,137.12,131.59,5469.0,5870.0,5501.0,5150.9,5704.5,5474.7,3825.0,3828.0,587.7,0.153526645768025,3477.0,5.300000000000001,0.0015243025596778,2436.0,196.7,0.0807471264367816,1011.0,13.5,0.0133531157270029,6.87875,8.771105,72.665665,19.5,0.0,6.80375,8.60862,80.70853,1.5,0.0,8.778749,12.196441,72.54691,6.0,327.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,123.03
2025-01-02 01:00:00,1,2,3,1,0,0,123.03,131.49,5002.0,5469.0,5176.0,4757.4,5150.9,5281.4,3825.0,3828.0,549.8,0.1436259143155694,3477.0,0.0,0.0,2436.0,185.2,0.0760262725779967,1011.0,34.5,0.0341246290801186,6.77875,11.284449,73.561035,78.0,0.0,6.87875,8.771105,72.665665,19.5,0.0,10.42875,9.145597,73.5194,17.0,417.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,102.3
2025-01-02 02:00:00,2,2,3,1,0,0,102.3,131.42,4658.0,5002.0,4829.0,4509.6,4757.4,4960.8,3825.0,3828.0,589.0,0.1538662486938349,3477.0,0.0,0.0,2436.0,197.0,0.0808702791461412,1011.0,14.0,0.0138476755687438,7.00375,10.185606,77.91864,79.5,0.0,6.77875,11.284449,73.561035,78.0,0.0,10.42875,9.145597,73.5194,17.0,417.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,102.09
2025-01-02 03:00:00,3,2,3,1,0,0,102.09,120.49,4508.0,4658.0,4630.0,4375.4,4509.6,4676.4,3735.0,3828.0,558.5,0.1458986415882967,3477.0,0.0,0.0,2436.0,183.7,0.0754105090311986,1011.0,19.3,0.0190900098911968,6.80375,10.101305,73.73445,83.5,0.0,7.00375,10.185606,77.91864,79.5,0.0,11.62875,7.9990153,69.40838,48.0,452.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,102.09
2025-01-02 04:00:00,4,2,3,1,0,0,102.09,112.3,4470.0,4508.0,4462.0,4348.9,4375.4,4456.5,3735.0,3828.0,574.5,0.1500783699059561,3477.0,0.0,0.0,2436.0,194.1,0.079679802955665,1011.0,53.7,0.0531157270029673,6.77875,10.02885,78.17043,79.0,0.0,6.80375,10.101305,73.73445,83.5,0.0,11.62875,7.9990153,69.40838,48.0,452.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,101.88
2025-01-02 05:00:00,5,2,3,1,0,0,101.88,112.3,4558.0,4470.0,4389.0,4475.4,4348.9,4349.6,3600.0,3828.0,552.2,0.1442528735632184,3477.0,55.4,0.015933275812482,2436.0,181.7,0.0745894909688013,1011.0,14.0,0.0138476755687438,6.70375,9.395871,81.48117,95.5,0.0,6.77875,10.02885,78.17043,79.0,0.0,12.553749,6.752196,72.814316,7.0,433.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,128.44
2025-01-02 06:00:00,6,2,3,1,0,0,128.44,111.88,4968.0,4558.0,4487.0,4895.9,4475.4,4343.6,3600.0,3828.0,598.8,0.1564263322884012,3477.0,557.6,0.160368133448375,2436.0,192.2,0.0788998357963875,1011.0,12.9,0.0127596439169139,6.35375,9.301664,77.92255,84.5,0.0,6.70375,9.395871,81.48117,95.5,0.0,12.553749,6.752196,72.814316,7.0,433.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,143.96
2025-01-02 07:00:00,7,2,3,1,0,0,143.96,112.09,5503.0,4968.0,4628.0,5558.8,4895.9,4353.2,3600.0,3828.0,579.3,0.1513322884012539,3477.0,1343.6,0.3864250790911705,2436.0,699.4,0.2871100164203612,1011.0,339.2,0.3355093966369931,6.25375,9.454452,79.4828,74.0,0.0,6.35375,9.301664,77.92255,84.5,0.0,12.87875,5.665949,71.898705,34.5,358.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,152.92
2025-01-02 08:00:00,8,2,3,1,0,0,152.92,94.99,6309.0,5503.0,4709.0,6363.0,5558.8,4355.2,3600.0,3828.0,591.4,0.1544932079414838,3477.0,995.0,0.2861662352602818,2436.0,579.1,0.2377257799671593,1011.0,157.0,0.1552917903066271,6.15375,9.749991,83.38815,94.5,0.0,6.25375,9.454452,79.4828,74.0,0.0,12.87875,5.665949,71.898705,34.5,358.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,152.16
2025-01-02 09:00:00,9,2,3,1,0,0,152.16,50.01,6841.0,6309.0,5079.0,6909.0,6363.0,4587.5,3600.0,3828.0,594.1,0.1551985370950888,3477.0,386.7,0.1112165660051768,2436.0,196.0,0.0804597701149425,1011.0,14.5,0.0143422354104846,6.85375,10.35944,86.00359,97.5,46.0,6.15375,9.749991,83.38815,94.5,0.0,12.32875,5.3773413,75.59739,48.0,232.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,129.04
2025-01-02 10:00:00,10,2,3,1,0,0,129.04,20.59,7019.0,6841.0,5218.0,7027.6,6909.0,4905.1,3476.0,3828.0,559.4000000000001,0.1461337513061651,3477.0,210.4,0.0605119355766465,2436.0,182.5,0.0749178981937602,1011.0,17.6,0.0174085064292779,8.37875,9.936243,91.0063,73.5,171.5,6.85375,10.35944,86.00359,97.5,46.0,12.32875,5.3773413,75.59739,48.0,232.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,125.7
2025-01-02 11:00:00,11,2,3,1,0,0,125.7,28.11,7185.0,7019.0,5432.0,7079.9,7027.6,5238.4,3476.0,3828.0,543.9,0.1420846394984325,3477.0,121.7,0.0350014380212827,2436.0,176.6,0.072495894909688,1011.0,17.7,0.0175074183976261,10.22875,8.907711,98.25557,49.0,298.5,8.37875,9.936243,91.0063,73.5,171.5,10.70375,6.0360527,56.428318,49.5,86.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,125.72
2025-01-02 12:00:00,12,2,3,1,0,0,125.72,40.63,7154.0,7185.0,5554.0,6980.2,7079.9,5428.1,3476.0,3828.0,586.5999999999999,0.1532392894461859,3477.0,153.3,0.0440897325280414,2436.0,194.0,0.0796387520525451,1011.0,17.7,0.0175074183976261,11.803749,9.814781,110.1769,78.5,392.0,10.22875,8.907711,98.25557,49.0,298.5,10.70375,6.0360527,56.428318,49.5,86.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,119.3
2025-01-02 13:00:00,13,2,3,1,0,0,119.3,30.6,7040.0,7154.0,5322.0,7001.6,6980.2,5169.0,3476.0,3828.0,661.4000000000001,0.1727795193312435,3477.0,171.89999999999998,0.0494391716997411,2436.0,223.4,0.0917077175697865,1011.0,17.7,0.0175074183976261,13.25375,10.037992,112.137344,52.5,383.0,11.803749,9.814781,110.1769,78.5,392.0,8.60375,7.5850677,55.879005,53.0,3.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,124.65
2025-01-02 14:00:00,14,2,3,1,0,0,124.65,40.63,7153.0,7040.0,5258.0,7182.9,7001.6,4964.8,3545.0,3828.0,608.5999999999999,0.1589864158829675,3477.0,158.7,0.0456427955133735,2436.0,208.2,0.0854679802955665,1011.0,17.6,0.0174085064292779,14.028749,9.609848,114.20313,76.5,400.0,13.25375,10.037992,112.137344,52.5,383.0,8.60375,7.5850677,55.879005,53.0,3.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,130.11
2025-01-02 15:00:00,15,2,3,1,0,0,130.11,72.0,7224.0,7153.0,5324.0,7218.1,7182.9,5075.2,3545.0,3828.0,605.6,0.1582027168234064,3477.0,344.3,0.0990221455277538,2436.0,318.4,0.1307060755336617,1011.0,29.200000000000003,0.0288822947576656,14.22875,7.614209,117.23112,100.0,321.5,14.028749,9.609848,114.20313,76.5,400.0,7.80375,7.0145264,54.506226,50.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,139.5
2025-01-02 16:00:00,16,2,3,1,0,0,139.5,125.49,7412.0,7224.0,5620.0,7410.5,7218.1,5372.6,3545.0,3828.0,608.4000000000001,0.1589341692789969,3477.0,1558.6,0.4482599942479149,2436.0,455.6,0.1870279146141215,1011.0,132.5,0.1310583580613254,14.078751,7.891222,167.51306,91.0,209.5,14.22875,7.614209,117.23112,100.0,321.5,7.80375,7.0145264,54.506226,50.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,153.4
2025-01-02 17:00:00,17,2,3,1,0,0,153.4,149.72,7960.0,7412.0,6407.0,7977.1,7410.5,6124.4,3205.0,3828.0,572.0999999999999,0.1494514106583072,3477.0,2334.5,0.6714121368996261,2436.0,776.3,0.3186781609195402,1011.0,417.2000000000001,0.4126607319485658,12.97875,7.0229187,120.916115,99.0,77.5,14.078751,7.891222,167.51306,91.0,209.5,7.60375,7.787531,56.95101,50.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,159.18
2025-01-02 18:00:00,18,2,3,1,0,0,159.18,150.67,8510.0,7960.0,7076.0,8458.5,7977.1,6788.6,3205.0,3828.0,503.7,0.1315830721003134,3477.0,2031.7,0.5843255680184067,2436.0,1425.9,0.585344827586207,1011.0,338.90000000000003,0.3352126607319486,11.57875,7.067013,105.48187,67.5,3.5,12.97875,7.0229187,120.916115,99.0,77.5,7.60375,7.787531,56.95101,50.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,160.99
2025-01-02 19:00:00,19,2,3,1,0,0,160.99,152.99,8726.0,8510.0,7331.0,8760.5,8458.5,7066.2,3205.0,3828.0,629.3,0.1643939393939393,3477.0,2365.4,0.6802991084268047,2436.0,1469.4,0.6032019704433498,1011.0,414.9,0.4103857566765578,10.95375,7.285661,89.6076,100.0,0.0,11.57875,7.067013,105.48187,67.5,3.5,7.5287504,7.957409,70.773094,52.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,161.1
2025-01-02 20:00:00,20,2,3,1,0,0,161.1,151.69,8580.0,8726.0,7256.0,8662.6,8760.5,7112.3,3205.0,3828.0,547.8,0.143103448275862,3477.0,2399.0,0.6899626114466494,2436.0,958.2,0.3933497536945813,1011.0,414.3,0.4097922848664688,10.82875,8.454428,100.21637,100.0,0.0,10.95375,7.285661,89.6076,100.0,0.0,7.5287504,7.957409,70.773094,52.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,157.88
2025-01-02 21:00:00,21,2,3,1,0,0,157.88,147.75,8127.0,8580.0,6917.0,8179.1,8662.6,6861.0,3205.0,3828.0,567.1,0.1481452455590386,3477.0,1463.0,0.4207650273224044,2436.0,555.8,0.2281609195402298,1011.0,91.1,0.0901088031651829,10.62875,10.17085,117.65236,100.0,0.0,10.82875,8.454428,100.21637,100.0,0.0,7.12875,8.768895,81.06064,54.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,152.44
2025-01-02 22:00:00,22,2,3,1,0,0,152.44,133.06,7488.0,8127.0,6512.0,7532.7,8179.1,6391.8,3205.0,3828.0,610.2,0.1594043887147335,3477.0,684.2,0.1967788323267184,2436.0,361.4,0.1483579638752052,1011.0,20.2,0.0199802176063303,10.22875,9.795436,118.51029,100.0,0.0,10.62875,10.17085,117.65236,100.0,0.0,7.12875,8.768895,81.06064,54.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,140.0
2025-01-02 23:00:00,23,2,3,1,0,0,140.0,137.12,6613.0,7488.0,5870.0,6745.6,7532.7,5704.5,3240.0,3828.0,550.3,0.1437565308254963,3477.0,331.6,0.0953695714696577,2436.0,236.7,0.097167487684729,1011.0,20.8,0.0205736894164193,10.278749,9.2199,107.09314,100.0,0.0,10.22875,9.795436,118.51029,100.0,0.0,6.80375,8.60862,80.70853,1.5,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,121.52
2025-01-03 00:00:00,0,3,4,1,0,0,121.52,123.03,5880.0,6613.0,5469.0,5959.4,6745.6,5150.9,3240.0,3828.0,550.4,0.1437826541274817,3477.0,67.6,0.0194420477423065,2436.0,301.1,0.1236042692939244,1011.0,17.7,0.0175074183976261,10.053749,9.3146305,108.41258,100.0,0.0,10.278749,9.2199,107.09314,100.0,0.0,6.87875,8.771105,72.665665,19.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,105.88
2025-01-03 01:00:00,1,3,4,1,0,0,105.88,102.3,5437.0,5880.0,5002.0,5453.8,5959.4,4757.4,3240.0,3828.0,584.2,0.1526123301985371,3477.0,156.9,0.0451251078515962,2436.0,283.2,0.1162561576354679,1011.0,38.7,0.0382789317507418,9.778749,9.113761,108.4613,99.0,0.0,10.053749,9.3146305,108.41258,100.0,0.0,6.77875,11.284449,73.561035,78.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,93.94
2025-01-03 02:00:00,2,3,4,1,0,0,93.94,102.09,5089.0,5437.0,4658.0,5095.4,5453.8,4509.6,3240.0,3828.0,582.9000000000001,0.1522727272727273,3477.0,0.0,0.0,2436.0,236.9,0.0972495894909687,1011.0,17.2,0.0170128585558852,10.028749,10.128499,112.53177,99.0,0.0,9.778749,9.113761,108.4613,99.0,0.0,7.00375,10.185606,77.91864,79.5,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,91.1
